source_text,target_glyphs,source_len,target_len,categories,pair_id
te vai topa tahi tangata i noho,g011 g017 g017 g053 g077 g038 g101 g070,7,8,det noun verb num noun part verb,52788
he tangata haere i te tamaiti,g001 g020 g060 g060 g101 g002 g030,6,7,det noun verb part det noun,52789
Ngaara ala nga vahine,g082 g051 g001 g001 g018,4,5,name verb det noun,52790
te tangata kai tahi,g004 g018 g051 g072 g072,4,5,det noun verb num,52791
te ika tangi mo te tua i tangata te tau te ki ki taringa,g002 g020 g020 g056 g096 g096 g014 g048 g048 g096 g046 g008 g005 g005 g096 g104 g040 g040,14,18,det noun verb part det noun part noun det det det part part noun,52792
ki na tangata haere to he kiko te ki,g097 g002 g016 g051 g105 g001 g016 g016 g016 g001 g096,9,11,part det noun verb part det noun det part,52793
mou vahine haere i te tangata i haere i i na haere te haere,g005 g018 g067 g098 g014 g035 g096 g051 g098 g098 g101 g101 g051 g001 g051,14,15,det noun verb part det noun part verb part part part verb det verb,52794
he inu hiamoe i he tangata moana ora nga o,g001 g018 g018 g053 g101 g008 g043 g016 g016 g052 g001 g003,10,12,det noun verb part det noun noun verb det det,52795
Hotu inu te tangata i ava,g081 g081 g053 g006 g038 g038 g038 g097 g016 g016,6,10,name verb det noun part noun,52796
he mate i te raa inu,g001 g018 g097 g001 g018 g052,6,6,det noun part det noun verb,52797
Tangaroa inu he vahine i mai noho kai i vai tangata,g088 g051 g001 g036 g036 g036 g099 g097 g051 g051 g098 g049 g020 g020,11,14,name verb det noun part part verb verb part noun noun,52798
na tangata haere ki te ava mai ona,g002 g030 g051 g102 g002 g019 g097 g002,8,8,det noun verb part det noun part det,52799
ko rakau hana mo te,g003 g038 g067 g067 g096 g004,5,6,det noun verb part det,52800
i nga hue tangi toa te manava haere tangata he tua na tamaiti,g097 g097 g001 g017 g051 g096 g003 g020 g060 g021 g007 g017 g002 g023,13,14,part det noun verb part det noun verb noun det noun det noun,52801
Matua haere te manu nei tae atu tangata i hoki,g095 g055 g003 g003 g027 g096 g062 g105 g029 g096 g068,10,11,name verb det noun part verb part noun part verb,52802
he uru kite,g001 g001 g021 g021 g057,3,5,det noun verb,52803
te maunga noho toru tangata pe te tangata na te tangata haere,g002 g018 g051 g051 g079 g040 g103 g103 g103 g001 g021 g096 g002 g021 g052 g052,12,16,det noun verb num noun part det noun part det noun verb,52804
tau kiko haere rua,g002 g029 g061 g073 g073,4,5,det noun verb num,52805
te rakau haere i,g004 g040 g061 g061 g061 g096,4,6,det noun verb part,52806
Hotu tuku te ika tonu tangata he haere,g081 g053 g002 g017 g102 g016 g002 g054,8,8,name verb det noun part noun det verb,52807
te tangata kai ki te rakau ki tangata ana kai he tangata i a,g002 g016 g051 g100 g014 g014 g019 g096 g046 g096 g051 g051 g003 g020 g096 g004,14,16,det noun verb part det noun part noun part verb det noun part det,52808
Hotu noho he tangata mai i na muri i vahine noho manu patu na,g081 g051 g002 g027 g103 g103 g096 g002 g024 g024 g098 g016 g051 g017 g051 g051 g013 g013,14,18,name verb det noun part part det noun part noun verb noun verb det,52809
tekau takua muri noho ma taua ika i ika he to tangata i,g074 g001 g016 g051 g051 g051 g097 g002 g002 g018 g097 g023 g007 g097 g027 g096,13,16,num det noun verb part det noun part noun det part noun part,52810
tana tamaiti haere tahi tangata i te i,g001 g017 g051 g074 g016 g096 g002 g098,8,8,det noun verb num noun part det part,52811
i na tangata hula i te tangata o,g096 g009 g009 g037 g068 g096 g008 g031 g004,8,9,part det noun verb part det noun det,52812
tau tangata taka o te ika atu he he maa he tau tuku nga,g001 g016 g065 g098 g014 g016 g096 g002 g002 g015 g041 g003 g005 g051 g002,14,15,det noun verb part det noun part det det noun det det verb det,52813
Ngaara noho he tangata mai vahine kite he,g081 g051 g001 g038 g099 g016 g016 g051 g051 g009,8,10,name verb det noun part noun verb det,52814
ko maa haere ma he tangata tangata haere ki ki ala haere,g002 g042 g068 g097 g001 g017 g017 g051 g100 g097 g064 g052,12,12,det noun verb part det noun noun verb part part verb verb,52815
te rakau inu rua pepe toa a haere vahine haere manu,g001 g037 g053 g071 g016 g097 g096 g096 g052 g052 g016 g055 g055 g025,11,14,det noun verb num noun part part verb noun verb noun,52816
ki a rakau mate i nga reka vahine ki,g097 g008 g016 g016 g016 g053 g104 g011 g011 g016 g016 g096 g096 g096,9,14,part det noun verb part det noun noun part,52817
nga tangata haere mai te ika ma taa noho na,g006 g040 g051 g098 g004 g016 g098 g097 g051 g003,10,10,det noun verb part det noun part part verb det,52818
tau manu haehae tahi tangata hoi tau,g003 g024 g051 g077 g038 g097 g007,7,7,det noun verb num noun part det,52819
te moana moe no te tahi i ki haere tamaiti manu ki ki nue,g002 g018 g051 g051 g096 g014 g014 g014 g028 g096 g103 g051 g016 g016 g023 g096 g104 g055,14,18,det noun verb part det noun part part verb noun noun part part verb,52820
nga tangata araara ma na vahine ra tangata rakau haere,g006 g040 g052 g100 g011 g016 g016 g016 g103 g029 g019 g068,10,12,det noun verb part det noun part noun noun verb,52821
he moana haere,g001 g031 g051,3,3,det noun verb,52822
teia kore kume i te matangi te,g001 g019 g057 g097 g001 g023 g006,7,7,det noun verb part det noun det,52823
teia tamaiti haere,g003 g016 g051,3,3,det noun verb,52824
nga ua noho mo Tiki,g003 g003 g019 g019 g051 g096 g086,5,7,det noun verb part name,52825
Rongo haere he tangata i,g081 g056 g056 g001 g020 g020 g097,5,7,name verb det noun part,52826
na matangi ora ki he manu na kai ki vahine,g005 g005 g016 g054 g098 g008 g018 g098 g098 g056 g096 g018,10,12,det noun verb part det noun part verb part noun,52827
he ika kai ki,g001 g001 g025 g051 g100,4,5,det noun verb part,52828
he tangata kite ra na ua,g001 g020 g056 g096 g003 g026,6,6,det noun verb part det noun,52829
te tamaiti haere i nga ava kai ava tau a i,g001 g021 g051 g098 g002 g026 g051 g019 g056 g002 g002 g098,11,12,det noun verb part det noun verb noun verb det part,52830
na raa huti ki te tamaiti i kou patu noho,g005 g017 g017 g051 g098 g098 g098 g004 g016 g099 g001 g053 g052,10,13,det noun verb part det noun part det verb verb,52831
te tangata huti rua tangata i tangata i,g002 g030 g060 g075 g016 g096 g031 g031 g098,8,9,det noun verb num noun part noun part,52832
ka ua ai na tangata kai i he tangata te haere,g002 g022 g022 g051 g002 g044 g070 g101 g015 g018 g014 g053,11,12,det noun verb det noun verb part det noun det verb,52833
te tamaiti ai tau tangata,g007 g007 g017 g101 g002 g017,5,6,det noun part det noun,52834
Tuu hula te ua ki,g081 g054 g054 g008 g026 g096,5,6,name verb det noun part,52835
Ngaara noho kou moana ma kai ki haere muri maunga tangata te atu ana,g082 g051 g051 g002 g002 g022 g097 g052 g052 g096 g051 g017 g023 g016 g002 g096 g104,14,17,name verb det noun part verb part verb noun noun noun det part part,52836
ta nga tangata inu i te tangata,g102 g102 g001 g021 g051 g100 g011 g011 g016,7,9,part det noun verb part det noun,52837
Ika ora he tangata i ika i tamaiti o e tamaiti tau haere ika,g090 g052 g002 g027 g100 g016 g096 g016 g002 g001 g019 g019 g056 g053 g019,14,15,name verb det noun part noun part noun det det noun verb verb noun,52838
te vahine tahu,g013 g018 g059,3,3,det noun verb,52839
te vahine atu te tangata noho to na na raa nga,g001 g050 g050 g096 g096 g001 g044 g055 g096 g001 g001 g097 g016 g001,11,14,det noun part det noun verb part det part noun det,52840
Hotu haere taku,g081 g051 g001,3,3,name verb det,52841
te po haere i aku vahine i vahine i,g003 g016 g016 g055 g101 g001 g020 g099 g016 g096,9,10,det noun verb part det noun part noun part,52842
te manu noho pe na tangata ra tangata tangata ra i mate,g002 g018 g051 g098 g003 g003 g017 g096 g021 g025 g025 g096 g102 g053,12,14,det noun verb part det noun part noun noun part part verb,52843
he marama haere to tau vahine haere manu tangata rakau i kai,g014 g029 g068 g101 g002 g017 g017 g017 g059 g016 g025 g025 g022 g102 g054,12,15,det noun verb part det noun verb noun noun noun part verb,52844
Hotu noho na tangata ki vahine inu inu noho i,g081 g058 g007 g028 g097 g016 g051 g051 g051 g097,10,10,name verb det noun part noun verb verb verb part,52845
Matua Tupa tangi te tangata ki,g083 g081 g051 g051 g001 g050 g104,6,7,name name verb det noun part,52846
Tuu noho taua taringa o mo ko ko tiki haere a,g081 g081 g058 g002 g020 g096 g096 g001 g001 g001 g051 g055 g003,11,13,name verb det noun part part det det verb verb det,52847
aku tamaiti atu te,g014 g014 g026 g098 g007,4,5,det noun part det,52848
to Tane ai tahi moana atu he tangata te i kai haere,g104 g087 g051 g077 g034 g034 g102 g004 g004 g021 g001 g096 g062 g052,12,14,part name verb num noun part det noun det part verb verb,52849
Hotu moe ko tamaiti mai,g081 g051 g001 g018 g018 g018 g098,5,7,name verb det noun part,52850
ki he tangata haere i te po tamaiti,g096 g001 g001 g001 g037 g051 g096 g008 g030 g016,8,10,part det noun verb part det noun noun,52851
tou tangata noho ia e ika kite,g002 g020 g062 g062 g097 g097 g002 g026 g051,7,9,det noun verb part det noun verb,52852
tau vahine oho atu te tangata kai te uru noho he te haere,g001 g016 g052 g052 g098 g003 g018 g059 g001 g019 g019 g019 g051 g005 g007 g062,13,16,det noun verb part det noun verb det noun verb det det verb,52853
aku tangata haere ha,g014 g018 g061 g072,4,4,det noun verb num,52854
he vahine haere ki he vahine tangata te te i,g001 g017 g051 g098 g008 g016 g028 g001 g001 g097,10,10,det noun verb part det noun noun det det part,52855
te tamaiti ra te,g004 g026 g103 g007,4,4,det noun part det,52856
te ua haere i,g004 g016 g061 g096,4,4,det noun verb part,52857
Maui Hotu kai ka tangata,g082 g081 g051 g007 g017,5,5,name name verb det noun,52858
tau tangata ala takua au noho,g002 g020 g051 g003 g018 g051,6,6,det noun verb det noun verb,52859
te tangata ala taku ika haere,g002 g020 g051 g002 g016 g051 g051,6,7,det noun verb det noun verb,52860
ra e vai haere i he ika te manu i,g097 g002 g024 g051 g096 g001 g018 g001 g018 g097,10,10,part det noun verb part det noun det noun part,52861
tekau te tangata,g076 g003 g017,3,3,num det noun,52862
ka raa kite i Tangaroa mai i,g002 g017 g052 g097 g083 g096 g098,7,7,det noun verb part name part part,52863
te maa kume ki tau tangata i ma tangata,g003 g040 g040 g040 g053 g096 g005 g016 g099 g096 g096 g016,9,12,det noun verb part det noun part part noun,52864
te ika i o rakau korero atu nga ora,g003 g048 g100 g002 g019 g053 g102 g004 g004 g051,9,10,det noun part det noun verb part det verb,52865
Hotu kai na hare mai te inu huri ma mo he hua,g090 g052 g001 g001 g026 g096 g008 g052 g052 g101 g096 g096 g004 g016,12,14,name verb det noun part det verb verb part part det noun,52866
tou ihu haere o,g006 g016 g061 g061 g105,4,5,det noun verb part,52867
hongahuru na rakau ora i te maa te,g071 g009 g019 g053 g096 g008 g016 g006,8,8,num det noun verb part det noun det,52868
te vahine haere tahi raa ki inu haere na mai hele mai a,g012 g016 g051 g075 g024 g098 g053 g060 g104 g096 g096 g054 g096 g005,13,14,det noun verb num noun part verb verb part part verb part det,52869
i te manu tae ki e vahine he kai mata nei,g096 g008 g016 g051 g099 g013 g016 g015 g015 g015 g053 g016 g096,11,13,part det noun verb part det noun det verb noun part,52870
tau tangata hoi tau,g002 g018 g101 g012,4,4,det noun part det,52871
te tangata hoki i Koihu mo mai nga mo haere hoki,g001 g029 g051 g098 g087 g096 g100 g001 g096 g055 g052,11,11,det noun verb part name part part det part verb verb,52872
o taua kopu moe,g096 g005 g023 g069,4,4,part det noun verb,52873
tana tangata tahu i e tangata noho haere tau mai,g006 g040 g069 g101 g007 g043 g043 g051 g051 g002 g103,10,11,det noun verb part det noun verb verb det part,52874
he vahine kite rua raro,g012 g016 g016 g016 g051 g051 g076 g017,5,8,det noun verb num noun,52875
te vahine inu ma te motu mai moana i i,g001 g001 g017 g052 g100 g004 g022 g096 g096 g034 g096 g097,10,12,det noun verb part det noun part noun part part,52876
teia tangata i tau maa noho i te i,g013 g016 g100 g100 g003 g016 g052 g099 g001 g096,9,10,det noun part det noun verb part det part,52877
tau vahine tiki ma te tangata amo ma,g007 g029 g053 g097 g002 g002 g016 g051 g096,8,9,det noun verb part det noun verb part,52878
te tangata haere i te tangata ka haere ma ki te kai,g002 g018 g068 g098 g003 g017 g017 g013 g051 g101 g101 g101 g097 g002 g054,12,15,det noun verb part det noun det verb part part det verb,52879
te tangata a te ika,g007 g019 g096 g002 g025,5,5,det noun part det noun,52880
no te tangata haere ma te,g098 g098 g004 g004 g004 g018 g054 g096 g001,6,9,part det noun verb part det,52881
Hotu Ika noho a kahu atu ma huri i tangata haere na ta i,g081 g081 g081 g083 g061 g001 g021 g098 g098 g096 g051 g051 g098 g021 g051 g007 g096 g098,14,18,name name verb det noun part part verb part noun verb det part part,52882
te maa ana te tamaiti kai,g002 g045 g096 g001 g019 g066,6,6,det noun part det noun verb,52883
te tangata tangi mai he tangata tangata te no,g003 g016 g051 g096 g012 g016 g016 g001 g100,9,9,det noun verb part det noun noun det part,52884
te huea haere atu tena tangata he mai tangata te,g001 g050 g051 g096 g096 g001 g043 g001 g103 g040 g001,10,11,det noun verb part det noun det part noun det,52885
Matua noho na tangata i,g081 g051 g005 g020 g097,5,5,name verb det noun part,52886
Koihu Hotu inu tau raa i o te manu tangata ika i ma,g084 g087 g059 g008 g024 g096 g099 g001 g023 g048 g017 g097 g099,13,13,name name verb det noun part part det noun noun noun part part,52887
toru he vahine noho atu he tahi ava,g071 g001 g001 g016 g051 g102 g001 g021 g019,8,9,num det noun verb part det noun noun,52888
va taku manu ala atu,g072 g003 g018 g061 g061 g102,5,6,num det noun verb part,52889
a vahine huti i te tangata ma he tangata a o,g003 g050 g050 g051 g098 g001 g016 g096 g015 g015 g018 g096 g004 g004 g004,11,15,det noun verb part det noun part det noun part det,52890
e tangata ai ka tangata tangi na e na tangata ki,g001 g029 g096 g001 g044 g056 g098 g001 g097 g017 g096,11,11,det noun part det noun verb part det part noun part,52891
he vahine haere tahi ika i,g001 g019 g060 g079 g016 g016 g016 g096,6,8,det noun verb num noun part,52892
na vahine haere,g001 g018 g051,3,3,det noun verb,52893
he tangata haere tahi kiko mai mai te tangata na vahine a maunga,g015 g019 g051 g075 g016 g098 g096 g001 g021 g021 g005 g016 g016 g007 g029,13,15,det noun verb num noun part part det noun det noun det noun,52894
rua ka matangi haere ki kou rakau ki marama ki haere tangata i,g071 g004 g016 g056 g100 g003 g017 g096 g030 g096 g052 g027 g027 g096,13,14,num det noun verb part det noun part noun part verb noun part,52895
te tangata korero toru tangata atu tangi no no,g003 g016 g055 g072 g072 g072 g017 g096 g051 g098 g100,9,11,det noun verb num noun part verb part part,52896
Ngaara haere o tangata i ma i vahine haere reka na,g081 g051 g005 g028 g099 g102 g101 g029 g052 g030 g001,11,11,name verb det noun part part part noun verb noun det,52897
te tangata rere mai Hotu atu i marama mai,g003 g016 g052 g096 g086 g096 g099 g099 g016 g096,9,10,det noun verb part name part part noun part,52898
Tuu Hotu haere he tangata i i na taua na,g091 g088 g051 g009 g016 g103 g099 g006 g016 g003,10,10,name name verb det noun part part det noun det,52899
te tamaiti i tau,g004 g004 g026 g098 g012,4,5,det noun part det,52900
ona vahine haere tahi tangata mai haere atu tangata tamaiti hiamoe,g002 g050 g051 g071 g071 g044 g097 g068 g068 g097 g018 g018 g023 g051,11,14,det noun verb num noun part verb part noun noun verb,52901
tena tangata i nga tangata kai ra tangata tiki mate haere,g002 g029 g096 g096 g001 g044 g070 g101 g030 g051 g053 g053,11,12,det noun part det noun verb part noun verb verb verb,52902
te kiko mate i te vahine mai ora,g002 g002 g002 g023 g060 g097 g002 g016 g097 g097 g097 g051,8,12,det noun verb part det noun part verb,52903
te rima ki nga,g004 g016 g099 g003,4,4,det noun part det,52904
te maa moe i te motu,g002 g045 g045 g051 g101 g002 g034 g034,6,8,det noun verb part det noun,52905
te raa inu va raa i,g002 g030 g051 g074 g074 g074 g018 g096,6,8,det noun verb num noun part,52906
he tangata noho a maa noho mo a vahine haere,g001 g040 g068 g012 g025 g051 g101 g101 g101 g001 g042 g068,10,12,det noun verb det noun verb part det noun verb,52907
to te vahine inu mai te ika te,g096 g006 g006 g016 g057 g099 g008 g008 g016 g006,8,10,part det noun verb part det noun det,52908
Matua Tuu haere o moana ki,g083 g092 g060 g009 g041 g104,6,6,name name verb det noun part,52909
te tangata haere mo te tangata mo,g011 g020 g060 g102 g001 g001 g001 g016 g096,7,9,det noun verb part det noun part,52910
Tuu Rangi kai tou tamaiti atu ana manu haere tua te kai haere tamaiti,g084 g081 g051 g012 g034 g098 g103 g027 g051 g016 g005 g051 g053 g016,14,14,name name verb det noun part part noun verb noun det verb verb noun,52911
te matangi i tau vahine oho atu tangata maa ona aku,g001 g016 g096 g003 g016 g059 g059 g096 g030 g028 g003 g005 g005,11,13,det noun part det noun verb part noun noun det det,52912
te tangata ora ki,g004 g018 g053 g053 g100,4,5,det noun verb part,52913
a ika noho na he,g005 g020 g020 g051 g096 g001,5,6,det noun verb part det,52914
ko tangata kai he hua huri i te take haere ma vai hoi,g001 g019 g058 g001 g016 g058 g098 g001 g017 g051 g096 g029 g100,13,13,det noun verb det noun verb part det noun verb part noun part,52915
he tangata kai,g001 g021 g051,3,3,det noun verb,52916
Papa tangi taua ika i atu ki te,g086 g051 g051 g001 g017 g096 g098 g096 g006,8,9,name verb det noun part part part det,52917
te moana noho ruatekau vai i te ma vahine i kou haere tau,g012 g047 g052 g072 g017 g096 g002 g097 g030 g097 g002 g056 g001,13,13,det noun verb num noun part det part noun part det verb det,52918
te mate moe ana a vahine i i tangata i,g001 g016 g052 g103 g003 g016 g099 g099 g098 g040 g097,10,11,det noun verb part det noun part part noun part,52919
na hare haere i a tangata ei,g001 g019 g060 g097 g001 g001 g016 g101 g101,7,9,det noun verb part det noun part,52920
Hotu Koihu ora te tangata ki mai i motu ki i atu matau i,g081 g081 g081 g083 g058 g002 g019 g097 g098 g100 g035 g096 g097 g101 g101 g101 g016 g016 g098 g098,14,20,name name verb det noun part part part noun part part part noun part,52921
te tangata kai rua_tekau tangata i,g002 g020 g055 g072 g072 g050 g050 g096,6,8,det noun verb num noun part,52922
te ika rere i te tangata ma inu hana he moana ra nga haere,g002 g020 g055 g098 g014 g035 g096 g051 g055 g003 g035 g096 g096 g096 g015 g051,14,16,det noun verb part det noun part verb verb det noun part det verb,52923
te tangata haere ia Hotu ai he i tau au atu,g001 g029 g029 g051 g096 g083 g096 g007 g007 g096 g056 g043 g096,11,13,det noun verb part name part det part verb noun part,52924
tau vahine noho i te,g004 g016 g051 g096 g004,5,5,det noun verb part det,52925
te hua noho atu te tangata tiki moe,g002 g016 g064 g096 g096 g002 g016 g016 g066 g066 g051,8,11,det noun verb part det noun verb verb,52926
te tangata haere tahi tangata o i i ika te tau matangi tangata he,g002 g016 g067 g072 g019 g104 g096 g100 g016 g002 g005 g020 g021 g012,14,14,det noun verb num noun part part part noun det det noun noun det,52927
ona tangata inu i he vai tau rima ki haere,g007 g007 g040 g052 g101 g008 g017 g012 g031 g096 g068 g068,10,12,det noun verb part det noun det noun part verb,52928
o maa tuku tahi ana i,g001 g045 g060 g079 g019 g096,6,6,det noun verb num noun part,52929
te tangata inu no a tangata ki manu he noho he i noho,g012 g019 g059 g101 g003 g003 g018 g097 g016 g003 g051 g005 g097 g051,13,14,det noun verb part det noun part noun det verb det part verb,52930
Hotu ai he tangata ki moana,g081 g055 g001 g038 g096 g021,6,6,name verb det noun part noun,52931
te matangi korero ra a tangata i i tangata he mai,g001 g016 g016 g060 g096 g096 g002 g016 g101 g096 g018 g001 g099,11,13,det noun verb part det noun part part noun det part,52932
Koihu korero te,g081 g057 g005,3,3,name verb det,52933
i Ika haere tahi tangata,g100 g088 g053 g074 g017,5,5,part name verb num noun,52934
Kava makemake te vahine ki ka te mai te,g082 g051 g051 g003 g003 g016 g096 g001 g005 g096 g006,9,11,name verb det noun part det det part det,52935
Rongo araara te maa mai,g081 g081 g052 g008 g019 g098 g098,5,7,name verb det noun part,52936
ki Ana inu toru_tekau vahine ki ko ua haere tangata,g099 g081 g052 g077 g018 g097 g004 g027 g056 g022,10,10,part name verb num noun part det noun verb noun,52937
o tangata moe ki te tangata ai atu tae i,g012 g040 g040 g052 g098 g004 g004 g004 g043 g102 g096 g051 g097,10,13,det noun verb part det noun part part verb part,52938
tau vahine kai ma te raa te kiko,g007 g029 g052 g097 g002 g029 g029 g002 g016,8,9,det noun verb part det noun det noun,52939
ma te vahine haere,g102 g001 g001 g017 g052,4,5,part det noun verb,52940
i tanaa tangata kai ki te ika a i tangata tangata,g096 g001 g018 g055 g099 g002 g002 g016 g096 g098 g017 g020,11,12,part det noun verb part det noun part part noun noun,52941
ka raa mai kou raa moe ki vahine vahine,g001 g001 g016 g097 g001 g001 g049 g049 g052 g096 g016 g018,9,12,det noun part det noun verb part noun noun,52942
ake he vahine makemake,g098 g001 g017 g053 g053 g053,4,6,part det noun verb,52943
Tuu Tangaroa tangi nga tangata ia ma te tanaa tamaiti he matau,g081 g081 g081 g051 g001 g040 g101 g098 g098 g001 g003 g025 g025 g004 g036,12,15,name name verb det noun part part det det noun det noun,52944
te mua i ko maui haere i inu e ko tangata,g001 g018 g096 g003 g021 g051 g051 g101 g056 g001 g005 g020,11,12,det noun part det noun verb part verb det det noun,52945
taku motu noho i na tangata ra te mai ki haere,g004 g023 g051 g051 g051 g098 g003 g016 g101 g006 g096 g096 g053,11,13,det noun verb part det noun part det part part verb,52946
Koihu ue te tangata ma noho vahine mou i haere rere haere,g083 g064 g001 g001 g030 g100 g052 g032 g001 g098 g060 g060 g055 g052,12,14,name verb det noun part verb noun det part verb verb verb,52947
nga maa haere i Hotu mo he,g001 g001 g020 g060 g097 g092 g101 g001,7,8,det noun verb part name part det,52948
ka ika noho i te raa haere noho nga atu i tahi i ua,g001 g020 g061 g098 g014 g016 g068 g068 g053 g006 g096 g097 g017 g096 g028,14,15,det noun verb part det noun verb verb det part part noun part noun,52949
rima he hua tangi ma o mata maunga ki ana,g076 g001 g020 g069 g100 g012 g021 g021 g032 g096 g017,10,11,num det noun verb part det noun noun part noun,52950
aku tangata moe nei nga motu,g002 g020 g051 g102 g002 g002 g034,6,7,det noun verb part det noun,52951
te vahine noho hongahuru ana ki he i noho haere vai i hare no,g002 g018 g061 g074 g022 g097 g001 g100 g052 g062 g017 g099 g099 g016 g097,14,15,det noun verb num noun part det part verb verb noun part noun part,52952
te tangata haere i Matua ra ma nga inu te haere,g001 g029 g051 g098 g088 g096 g096 g001 g054 g014 g014 g014 g053 g053,11,14,det noun verb part name part part det verb det verb,52953
te maunga haere i Tangaroa pe marama ai i ki he na rakau tangata,g002 g002 g021 g067 g067 g067 g098 g082 g099 g016 g096 g096 g098 g098 g096 g003 g100 g022 g018 g018,14,20,det noun verb part name part noun part part part det part noun noun,52954
Ngaara hele nga ua i,g081 g051 g051 g002 g002 g026 g097,5,7,name verb det noun part,52955
tau tangata oho te tangata rere ki a vahine ana noho marama,g007 g007 g007 g018 g054 g010 g040 g052 g052 g096 g001 g017 g097 g062 g062 g018,12,16,det noun verb det noun verb part det noun part verb noun,52956
tau vahine kai tahi tangata i,g002 g019 g055 g079 g050 g050 g096 g096,6,8,det noun verb num noun part,52957
te rakau i te muri kite mai,g011 g016 g102 g003 g016 g051 g096,7,7,det noun part det noun verb part,52958
tau tangata haere ma mou vahine pe vahine aue te,g003 g040 g051 g100 g002 g016 g103 g016 g052 g001,10,10,det noun verb part det noun part noun verb det,52959
o manu i tena huea noho mai vahine tangata,g009 g048 g100 g001 g016 g052 g097 g016 g016 g016,9,10,det noun part det noun verb part noun noun,52960
ka ua to te ora,g003 g019 g096 g002 g026,5,5,det noun part det noun,52961
Hotu haere na vahine ta o kai atu,g081 g081 g051 g051 g001 g016 g098 g096 g052 g103,8,10,name verb det noun part part verb part,52962
rima te tamaiti tangi tonu te tamaiti te te i ma i,g071 g001 g025 g056 g056 g096 g008 g022 g001 g001 g001 g096 g097 g096,12,14,num det noun verb part det noun det det part part part,52963
i he matangi haere mo te tamaiti na,g096 g001 g001 g030 g051 g097 g008 g016 g096 g096,8,10,part det noun verb part det noun part,52964
o hare pe te,g001 g040 g101 g007,4,4,det noun part det,52965
te tangata noho ha tangata mai tau ma mai i i te,g002 g018 g051 g078 g040 g100 g100 g058 g096 g096 g096 g096 g096 g102 g001,12,15,det noun verb num noun part verb part part part part det,52966
he tangata ai mo te hue ki inu ma inu aku inu o,g015 g019 g058 g096 g003 g018 g097 g053 g098 g056 g001 g054 g004 g004,13,14,det noun verb part det noun part verb part verb det verb det,52967
taku tangata i e tangata haere i kite haere he tangata tamaiti pe,g004 g004 g019 g096 g015 g020 g064 g098 g051 g051 g007 g016 g020 g102,13,14,det noun part det noun verb part verb verb det noun noun part,52968
ma te tangata,g096 g003 g017,3,3,part det noun,52969
i tau tangata kai i,g100 g001 g016 g052 g052 g097,5,6,part det noun verb part,52970
tau tangata rere no he,g004 g019 g019 g019 g052 g099 g001,5,7,det noun verb part det,52971
nga vaka haere a te tangata atu te te tangi tangata ona te,g004 g049 g051 g051 g096 g003 g003 g018 g098 g001 g011 g011 g011 g062 g016 g009 g007,13,17,det noun verb part det noun part det det verb noun det det,52972
he mahina noho tahi vai i,g001 g037 g052 g079 g019 g096,6,6,det noun verb num noun part,52973
tau vahine hele,g001 g018 g069,3,3,det noun verb,52974
Matua tomo tau tangata ma tae te kai tangata kohu,g095 g063 g003 g028 g100 g062 g002 g056 g040 g040 g051,10,11,name verb det noun part verb det verb noun verb,52975
te ua haere tonu te tai manu te,g002 g002 g002 g025 g051 g096 g096 g002 g017 g016 g016 g006 g006,8,13,det noun verb part det noun noun det,52976
te vahine haere ki nga tangata ki te o,g003 g016 g055 g096 g003 g016 g096 g001 g098,9,9,det noun verb part det noun part det part,52977
taku waha atu tena,g002 g017 g098 g006,4,4,det noun part det,52978
Tiki kai te vahine atu hula ai tau moe haere,g081 g051 g003 g016 g096 g057 g057 g062 g004 g053 g068,10,11,name verb det noun part verb verb det verb verb,52979
te matangi haere ra te rakau nga vai maa i matangi tau rakau o,g002 g002 g044 g067 g096 g014 g019 g006 g040 g016 g101 g016 g005 g022 g007,14,15,det noun verb part det noun det noun noun part noun det noun det,52980
atu tau tangata noho i e tangata i tua ta haere,g097 g002 g018 g052 g099 g013 g017 g096 g016 g096 g053,11,11,part det noun verb part det noun part noun part verb,52981
Hotu noho te tangata i haere,g081 g065 g006 g038 g097 g051,6,6,name verb det noun part verb,52982
te vahine haere i Hotu i moana to marama te haere tau,g002 g018 g068 g098 g081 g104 g037 g096 g021 g002 g055 g001,12,12,det noun verb part name part noun part noun det verb det,52983
ona maa ora,g001 g016 g051,3,3,det noun verb,52984
Hotu tangi te tangata atu raa te noho moe to,g081 g051 g003 g028 g096 g016 g002 g051 g053 g102,10,10,name verb det noun part noun det verb verb part,52985
te tangata ki,g013 g021 g097 g097,3,4,det noun part,52986
ko tangata inu i taku vahine i vahine,g008 g030 g054 g097 g005 g016 g016 g016 g098 g036,8,10,det noun verb part det noun part noun,52987
te manu mate rima tangata i ora haere e he te tangata haere,g012 g012 g012 g016 g061 g075 g020 g020 g096 g059 g060 g002 g007 g004 g027 g062,13,16,det noun verb num noun part verb verb det det det noun verb,52988
Hotu Matua haere te kahu o ma inu tangata tou maunga vahine,g090 g093 g068 g010 g028 g096 g098 g066 g025 g008 g008 g025 g018,12,13,name name verb det noun part part verb noun det noun noun,52989
tena rakau kume i te taringa ki ona raa te noho,g002 g037 g053 g098 g001 g001 g016 g016 g096 g003 g017 g014 g060 g060 g060,11,15,det noun verb part det noun part det noun det verb,52990
nga mata inu i Hotu i hula inu mai vahine,g006 g017 g052 g101 g086 g103 g059 g051 g097 g018,10,10,det noun verb part name part verb verb part noun,52991
