doc_id,line_id,position,token,features,description,source
M-72A,70,5,P125,"[20, 1, 40, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-72A,70,6,P385,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-73A,71,1,P098,"[0, 1, 0, 5, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-73A,71,2,P217,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-73A,71,3,P181,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-73A,71,4,P000,"[0, 1, 0, 20]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-74A,72,1,P280,"[30, 1, 10, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-74A,72,2,P289,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-74A,72,3,P316,"[0, 1, 0, 1, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-74A,72,4,P011,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-75A,73,1,P217,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-75A,73,2,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-75A,73,3,P124,"[0, 1, 0, 1, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-75A,73,4,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-75A,73,5,P385,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-77A,74,1,P366,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-77A,74,2,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-77A,74,3,P364,"[0, 1, 0, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-77A,74,4,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-77A,74,5,P385,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-78A,75,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-78A,75,2,P043,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-78A,75,3,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-78A,75,4,P226,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-79A,76,1,P324,"[30, 1, 30, 1, 0, 0, 2, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-79A,76,2,P012,"[10, 1, 20, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-79A,76,3,P062,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-79A,76,4,P058,"[10, 1, 10, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-79A,76,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-79A,76,6,P385,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-79A,76,7,P247,"[0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-80A,77,1,P004,"[0, 1, 0, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-80A,77,2,P123,"[0, 1, 0, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-80A,77,3,P120,"[0, 1, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-80A,77,4,P202,"[0, 1, 0, 1, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-80A,77,5,P385,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-81A,78,1,P301,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-81A,78,2,P230,"[0, 1, 0, 1, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-81A,78,3,P062,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-81A,78,4,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-81A,78,5,P268,"[0, 1, 0, 2, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-81A,78,6,P268,"[0, 1, 0, 2, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-81A,78,7,P217,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-82A,79,1,P324,"[0, 1, 0, 1, 0, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-82A,79,2,P053,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-82A,79,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-82A,79,4,P082,"[0, 1, 0, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-82A,79,5,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-82A,79,6,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-83A,80,1,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-83A,80,2,P128,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-83A,80,3,P180,"[0, 1, 0, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-84A,81,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-84A,81,2,P335,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-84A,81,3,P062,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-84A,81,4,P121,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-84A,81,5,P202,"[0, 1, 40, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-84A,81,6,P154,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-85A,82,1,P217,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-85A,82,2,P058,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-85A,82,3,P325,"[0, 1, 0, 1, 0, 2, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-85A,82,4,P251,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-85A,82,5,P070,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-86A,83,1,P217,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-86A,83,2,P147,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-86A,83,3,P316,"[0, 1, 0, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-86A,83,4,P056,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-86A,83,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-86A,83,6,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-86A,83,7,P310,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-87A,84,1,P098,"[0, 1, 0, 5, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-87A,84,2,P178,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-87A,84,3,P020,"[20, 1, 20]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-88A,85,1,P301,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-88A,85,2,P110,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-88A,85,3,P058,"[20, 1, 20, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-89A,86,1,P324,"[0, 1, 0, 2, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-89A,86,2,P358,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-89A,86,3,P313,"[0, 1, 0, 1, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-89A,86,4,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-89A,86,5,P060,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-90A,87,1,P324,"[0, 1, 0, 1, 0, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-90A,87,2,P349,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-90A,87,3,P139,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-90A,87,4,P144,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-90A,87,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-90A,87,6,P385,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,1,P324,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,2,P009,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,3,P230,"[0, 1, 0, 0, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,4,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,5,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,6,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,7,P385,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,8,P073,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-91A,88,9,P095,"[0, 1, 0, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-92A,89,1,P324,"[0, 1, 0, 0, 0, 2, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-92A,89,2,P075,"[0, 1, 0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-92A,89,3,P215,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-92A,89,4,P091,"[0, 1, 0, 3, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-92A,89,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-92A,89,6,P369,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-92A,89,7,P253,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-93A,90,1,P004,"[0, 1, 0, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-93A,90,2,P123,"[0, 1, 0, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-93A,90,3,P062,"[0, 1, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-93A,90,4,P325,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-93A,90,5,P043,"[0, 1, 0, 7]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-94A,91,1,P324,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-94A,91,2,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-94A,91,3,P276,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-94A,91,4,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-94A,91,5,P123,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-95A,92,1,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-95A,92,2,P123,"[0, 1, 0, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-95A,92,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-95A,92,4,P040,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-95A,92,5,P342,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-96A,93,1,P004,"[0, 1, 0, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-96A,93,2,P124,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-97A,94,1,P004,"[0, 1, 0, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-97A,94,2,P188,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-97A,94,3,P073,"[0, 1, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-98A,95,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-98A,95,2,P288,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-98A,95,3,P127,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-99A,96,1,P324,"[0, 1, 0, 0, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-99A,96,2,P353,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-99A,96,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-99A,96,4,P202,"[0, 1, 0, 1, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-99A,96,5,P038,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-100A,97,1,P013,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-100A,97,2,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-100A,97,3,P073,"[50, 1, 20, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-100A,97,4,P316,"[0, 1, 0, 1, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-100A,97,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-100A,97,6,P385,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-101A,98,1,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-101A,98,2,P210,"[0, 1, 0, 6]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-101A,98,3,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-101A,98,4,P003,"[0, 1, 0, 0, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-101A,98,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-101A,98,6,P385,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-102A,99,1,P004,"[0, 1, 0, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-102A,99,2,P123,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-102A,99,3,P154,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-102A,99,4,P226,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-103A,100,1,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-103A,100,2,P124,"[0, 1, 0, 2, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-103A,100,3,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-103A,100,4,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-104A,101,1,P013,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-104A,101,2,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-104A,101,3,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-104A,101,4,P060,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-104A,101,5,P359,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-105A,102,1,P324,"[80, 1, 90, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-105A,102,2,P324,"[40, 1, 80, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-105A,102,3,P364,"[10, 1, 10, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-105A,102,4,P056,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-105A,102,5,P326,"[0, 1, 0, 1, 1, 0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-105A,102,6,P120,"[0, 1, 0, 2, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-105A,102,7,P154,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-106A,103,1,P324,"[30, 1, 50, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-106A,103,2,P332,"[10, 1, 10, 2, 0, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-106A,103,3,P000,"[0, 1, 0, 70]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-107A,104,1,P324,"[0, 1, 0, 1, 0, 0, 1, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-107A,104,2,P238,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-107A,104,3,P058,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-107A,104,4,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-107A,104,5,P054,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-107A,104,6,P071,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-108A,105,1,P099,"[0, 1, 0, 5, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-108A,105,2,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-108A,105,3,P050,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-108A,105,4,P201,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-108A,105,5,P075,"[0, 1, 0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-108A,105,6,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-108A,105,7,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-109A,106,1,P324,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-109A,106,2,P381,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-109A,106,3,P050,"[20, 1, 40]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-109A,106,4,P092,"[0, 1, 0, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-109A,106,5,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-109A,106,6,P084,"[0, 1, 0, 4, 3]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-109A,106,7,P011,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-110A,107,1,P000,"[0, 1, 0, 50]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-110A,107,2,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-110A,107,3,P385,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-111A,108,1,P324,"[40, 1, 70, 1, 0, 0, 2, 2]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-111A,108,2,P160,"[20, 1, 10]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-111A,108,3,P303,"[0, 1, 0, 2, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-111A,108,4,P058,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-111A,108,5,P121,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-111A,108,6,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-111A,108,7,P378,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,2,P332,"[0, 1, 0, 2, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,3,P056,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,4,P126,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,5,P111,"[10, 1, 10, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,6,P325,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,7,P285,"[20, 1, 60]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-112A,109,8,P254,"[0, 1, 0, 3, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-113A,110,1,P324,"[0, 1, 0, 1, 0, 2, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-113A,110,2,P145,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-113A,110,3,P349,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-113A,110,4,P325,"[0, 1, 0, 1, 1, 1, 2, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-113A,110,5,P120,"[0, 1, 0, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-113A,110,6,P156,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-114A,111,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-114A,111,2,P332,"[0, 1, 0, 2, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-114A,111,3,P283,"[0, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-114A,111,4,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-114A,111,5,P205,"[0, 1, 0, 3, 4, 1, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-114A,111,6,P095,"[0, 1, 0, 5]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-115A,112,1,P086,"[0, 1, 0, 2, 2, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-115A,112,2,P352,"[0, 1, 0, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-115A,112,3,P011,"[0, 1, 0, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-115A,112,4,P194,"[0, 1, 0, 4, 1, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-115A,112,5,P364,"[0, 1, 0, 3, 1]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-115A,112,6,P122,"[0, 1, 0, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-115A,112,7,P205,"[0, 1, 0, 2, 4, 1, 4, 0]",unicorn IV seal,indus_valley_corpus_parpola_cisi_mayig_2025
