tablet_id,line_id,position,glyph,category,boustrophedon_dir
T0427,3,5,g016,noun,ltr
T0427,3,6,g072,num,ltr
T0427,4,1,g096,part,rtl
T0427,4,2,g074,num,rtl
T0427,4,3,g019,noun,rtl
T0427,4,4,g019,noun,rtl
T0427,4,5,g051,verb,rtl
T0427,4,6,g051,verb,rtl
T0427,4,7,g085,name,rtl
T0427,5,1,g084,name,ltr
T0427,5,2,g052,verb,ltr
T0427,5,3,g018,noun,ltr
T0427,5,4,g018,noun,ltr
T0427,5,5,g072,num,ltr
T0427,5,6,g099,part,ltr
T0427,6,1,g075,num,rtl
T0427,6,2,g096,part,rtl
T0427,6,3,g018,noun,rtl
T0427,6,4,g057,verb,rtl
T0427,6,5,g016,noun,rtl
T0427,6,6,g005,det,rtl
T0427,7,1,g074,num,ltr
T0427,7,2,g016,noun,ltr
T0427,7,3,g096,part,ltr
T0427,7,4,g096,part,ltr
T0427,7,5,g096,part,ltr
T0427,8,1,g102,part,rtl
T0427,8,2,g031,noun,rtl
T0427,8,3,g016,noun,rtl
T0427,8,4,g014,det,rtl
T0427,9,1,g001,det,ltr
T0427,9,2,g001,det,ltr
T0427,9,3,g081,name,ltr
T0427,9,4,g065,verb,ltr
T0427,9,5,g045,noun,ltr
T0427,9,6,g045,noun,ltr
T0427,9,7,g077,num,ltr
T0428,1,1,g012,det,ltr
T0428,1,2,g021,noun,ltr
T0428,1,3,g052,verb,ltr
T0428,1,4,g017,noun,ltr
T0428,1,5,g097,part,ltr
T0428,1,6,g097,rare,ltr
T0428,2,1,g096,part,rtl
T0428,2,2,g018,noun,rtl
T0428,2,3,g069,verb,rtl
T0428,2,4,g016,noun,rtl
T0428,2,5,g096,part,rtl
T0428,2,6,g083,name,rtl
T0428,2,7,g081,name,rtl
T0428,3,1,g086,name,ltr
T0428,3,2,g084,name,ltr
T0428,3,3,g096,part,ltr
T0428,3,4,g016,noun,ltr
T0428,4,1,g071,num,rtl
T0428,4,2,g099,part,rtl
T0428,4,3,g030,noun,rtl
T0428,4,4,g030,noun,rtl
T0428,4,5,g059,verb,rtl
T0428,4,6,g017,noun,rtl
T0428,4,7,g017,noun,rtl
T0428,4,8,g003,det,rtl
T0428,5,1,g009,det,ltr
T0428,5,2,g084,name,ltr
T0428,5,3,g059,verb,ltr
T0428,5,4,g021,noun,ltr
T0428,5,5,g072,num,ltr
T0428,5,6,g072,rare,ltr
T0428,6,1,g097,part,rtl
T0428,6,2,g018,noun,rtl
T0428,6,3,g051,verb,rtl
T0428,6,4,g051,verb,rtl
T0428,6,5,g017,noun,rtl
T0428,6,6,g005,det,rtl
T0428,6,7,g005,det,rtl
T0428,7,1,g001,det,ltr
T0428,7,2,g037,noun,ltr
T0428,7,3,g051,verb,ltr
T0428,7,4,g016,noun,ltr
T0428,7,5,g104,part,ltr
T0428,7,6,g075,num,ltr
T0428,7,7,g075,rare,ltr
T0428,8,1,g074,num,rtl
T0428,8,2,g096,part,rtl
T0428,8,3,g020,noun,rtl
T0428,8,4,g061,verb,rtl
T0428,8,5,g017,noun,rtl
T0428,8,6,g001,det,rtl
T0428,9,1,g010,det,ltr
T0428,9,2,g039,noun,ltr
T0428,9,3,g053,verb,ltr
T0428,9,4,g018,noun,ltr
T0428,9,5,g018,noun,ltr
T0428,9,6,g098,part,ltr
T0428,9,7,g118,rare,ltr
T0428,10,1,g098,part,rtl
T0428,10,2,g066,verb,rtl
T0428,10,3,g016,noun,rtl
T0428,10,4,g002,det,rtl
T0428,11,1,g017,noun,ltr
T0428,11,2,g017,noun,ltr
T0428,11,3,g016,noun,ltr
T0428,11,4,g096,part,ltr
T0428,11,5,g096,rare,ltr
T0428,12,1,g096,rare,rtl
T0428,12,2,g096,part,rtl
T0428,12,3,g051,verb,rtl
T0428,12,4,g017,noun,rtl
T0428,12,5,g003,det,rtl
T0429,1,1,g009,det,ltr
T0429,1,2,g009,det,ltr
T0429,1,3,g016,noun,ltr
T0429,1,4,g016,noun,ltr
T0429,1,5,g016,noun,ltr
T0429,1,6,g016,noun,ltr
T0429,1,7,g104,verb,ltr
T0429,2,1,g104,part,rtl
T0429,2,2,g052,verb,rtl
T0429,2,3,g047,noun,rtl
T0429,2,4,g002,det,rtl
T0429,3,1,g002,det,ltr
T0429,3,2,g082,name,ltr
T0429,3,3,g053,verb,ltr
T0429,3,4,g016,noun,ltr
T0429,3,5,g016,noun,ltr
T0429,3,6,g021,noun,ltr
T0429,3,7,g096,part,ltr
T0429,3,8,g072,num,ltr
T0429,4,1,g096,part,rtl
T0429,4,2,g051,verb,rtl
T0429,4,3,g021,noun,rtl
T0429,4,4,g002,det,rtl
T0429,5,1,g004,det,ltr
T0429,5,2,g004,det,ltr
T0429,5,3,g083,name,ltr
T0429,5,4,g068,verb,ltr
T0429,5,5,g024,noun,ltr
T0429,5,6,g016,noun,ltr
T0429,5,7,g016,noun,ltr
T0429,5,8,g096,part,ltr
T0429,5,9,g079,num,ltr
T0429,5,10,g079,rare,ltr
T0430,1,1,g001,det,ltr
T0430,1,2,g001,det,ltr
T0430,1,3,g083,name,ltr
T0430,1,4,g083,name,ltr
T0430,1,5,g083,name,ltr
T0430,1,6,g016,verb,ltr
T0430,1,7,g016,verb,ltr
T0430,1,8,g071,noun,ltr
T0430,2,1,g071,num,rtl
T0430,2,2,g016,noun,rtl
T0430,2,3,g058,verb,rtl
T0430,2,4,g087,name,rtl
T0430,2,5,g001,det,rtl
T0430,3,1,g081,name,ltr
T0430,3,2,g082,name,ltr
T0430,3,3,g100,part,ltr
T0430,3,4,g016,noun,ltr
T0430,3,5,g016,noun,ltr
T0430,3,6,g016,noun,ltr
T0430,3,7,g019,verb,ltr
T0430,3,8,g096,noun,ltr
T0430,3,9,g096,noun,ltr
T0430,4,1,g071,num,rtl
T0430,4,2,g016,noun,rtl
T0430,4,3,g052,verb,rtl
T0430,4,4,g052,verb,rtl
T0430,4,5,g093,name,rtl
T0430,4,6,g003,det,rtl
T0430,5,1,g106,rare,ltr
T0430,5,2,g005,det,ltr
T0430,5,3,g017,noun,ltr
T0430,5,4,g051,verb,ltr
T0430,6,1,g020,noun,rtl
T0430,6,2,g096,part,rtl
T0430,6,3,g081,name,rtl
T0430,6,4,g083,name,rtl
T0430,7,1,g016,noun,ltr
T0430,7,2,g019,noun,ltr
T0430,7,3,g097,part,ltr
T0430,7,4,g097,rare,ltr
T0430,8,1,g053,verb,rtl
T0430,8,2,g031,noun,rtl
T0430,8,3,g008,det,rtl
T0430,9,1,g031,noun,ltr
T0430,9,2,g016,noun,ltr
T0430,9,3,g096,part,ltr
T0431,1,1,g005,det,ltr
T0431,1,2,g005,det,ltr
T0431,1,3,g016,noun,ltr
T0431,1,4,g019,noun,ltr
T0431,1,5,g097,part,ltr
T0431,2,1,g071,num,rtl
T0431,2,2,g096,part,rtl
T0431,2,3,g096,part,rtl
T0431,2,4,g026,noun,rtl
T0431,2,5,g051,verb,rtl
T0431,2,6,g024,noun,rtl
T0431,2,7,g008,det,rtl
T0431,2,8,g008,det,rtl
T0431,2,9,g107,rare,rtl
T0431,3,1,g096,part,ltr
T0431,3,2,g018,noun,ltr
T0431,3,3,g052,verb,ltr
T0431,3,4,g031,noun,ltr
T0431,4,1,g062,verb,rtl
T0431,4,2,g026,noun,rtl
T0431,4,3,g108,rare,rtl
T0431,4,4,g004,det,rtl
T0431,5,1,g004,det,ltr
T0431,5,2,g004,det,ltr
T0431,5,3,g004,det,ltr
T0431,5,4,g051,noun,ltr
T0431,5,5,g101,verb,ltr
T0431,6,1,g078,num,rtl
T0431,6,2,g018,noun,rtl
T0431,6,3,g058,verb,rtl
T0431,6,4,g058,verb,rtl
T0431,6,5,g081,name,rtl
T0431,6,6,g009,det,rtl
T0431,7,1,g002,det,ltr
T0431,7,2,g002,det,ltr
T0431,7,3,g016,noun,ltr
T0431,7,4,g052,verb,ltr
T0431,7,5,g023,noun,ltr
T0431,7,6,g096,part,ltr
T0431,7,7,g071,num,ltr
T0432,1,1,g105,part,ltr
T0432,1,2,g017,noun,ltr
T0432,1,3,g017,noun,ltr
T0432,1,4,g017,noun,ltr
T0432,1,5,g022,verb,ltr
T0432,1,6,g022,verb,ltr
T0432,2,1,g016,noun,rtl
T0432,2,2,g051,verb,rtl
T0432,2,3,g026,noun,rtl
T0432,2,4,g104,part,rtl
T0432,3,1,g002,det,ltr
T0432,3,2,g017,noun,ltr
T0432,3,3,g052,verb,ltr
T0432,3,4,g111,rare,ltr
T0432,3,5,g049,noun,ltr
T0432,3,6,g098,part,ltr
T0432,4,1,g100,part,rtl
T0432,4,2,g016,noun,rtl
T0432,4,3,g052,verb,rtl
T0432,4,4,g016,noun,rtl
T0432,4,5,g016,noun,rtl
T0432,4,6,g003,det,rtl
T0432,5,1,g071,num,ltr
T0432,5,2,g016,noun,ltr
T0432,5,3,g096,part,ltr
T0432,5,4,g019,noun,ltr
T0432,6,1,g034,noun,rtl
T0432,6,2,g102,part,rtl
T0432,6,3,g016,noun,rtl
T0432,6,4,g071,num,rtl
T0432,7,1,g096,part,ltr
T0432,7,2,g022,noun,ltr
T0432,7,3,g059,verb,ltr
T0432,7,4,g044,noun,ltr
T0432,8,1,g096,part,rtl
T0432,8,2,g052,verb,rtl
T0432,8,3,g086,name,rtl
T0432,9,1,g086,name,ltr
T0432,9,2,g053,verb,ltr
T0432,9,3,g024,noun,ltr
T0432,9,4,g071,num,ltr
T0432,9,5,g102,part,ltr
T0432,10,1,g051,verb,rtl
T0432,10,2,g034,noun,rtl
T0432,10,3,g002,det,rtl
T0432,11,1,g016,noun,ltr
T0432,11,2,g117,rare,ltr
T0432,11,3,g117,rare,ltr
T0432,11,4,g024,noun,ltr
T0432,11,5,g104,part,ltr
T0432,11,6,g104,rare,ltr
T0433,1,1,g081,name,ltr
T0433,1,2,g083,name,ltr
T0433,1,3,g102,part,ltr
T0433,1,4,g102,part,ltr
T0433,1,5,g016,noun,ltr
T0433,2,1,g071,rare,rtl
T0433,2,2,g071,num,rtl
T0433,2,3,g016,noun,rtl
T0433,2,4,g065,verb,rtl
T0433,2,5,g083,name,rtl
T0433,2,6,g107,rare,rtl
T0433,2,7,g003,det,rtl
T0433,3,1,g089,name,ltr
T0433,3,2,g051,verb,ltr
T0433,3,3,g105,part,ltr
T0433,4,1,g071,num,rtl
T0433,4,2,g022,noun,rtl
T0433,4,3,g022,noun,rtl
T0433,4,4,g056,verb,rtl
T0433,4,5,g083,name,rtl
T0433,4,6,g008,det,rtl
T0433,5,1,g001,det,ltr
T0433,5,2,g081,name,ltr
T0433,5,3,g055,verb,ltr
T0433,5,4,g017,noun,ltr
T0433,5,5,g017,noun,ltr
T0433,5,6,g099,noun,ltr
T0433,5,7,g099,noun,ltr
T0433,5,8,g072,part,ltr
T0433,6,1,g062,verb,rtl
T0433,6,2,g018,noun,rtl
T0433,6,3,g001,det,rtl
T0433,7,1,g001,det,ltr
T0433,7,2,g016,noun,ltr
T0433,7,3,g053,verb,ltr
T0433,7,4,g025,noun,ltr
T0433,7,5,g104,part,ltr
T0433,7,6,g104,part,ltr
T0433,7,7,g104,part,ltr
T0433,8,1,g097,part,rtl
T0433,8,2,g035,noun,rtl
T0433,8,3,g017,noun,rtl
T0433,9,1,g004,det,ltr
T0433,9,2,g004,det,ltr
T0433,9,3,g016,noun,ltr
T0433,9,4,g050,noun,ltr
T0433,9,5,g050,noun,ltr
T0433,9,6,g096,part,ltr
T0434,1,1,g015,det,ltr
T0434,1,2,g015,det,ltr
T0434,1,3,g046,noun,ltr
T0434,1,4,g053,verb,ltr
T0434,1,5,g096,part,ltr
T0434,2,1,g051,rare,rtl
T0434,2,2,g051,verb,rtl
T0434,2,3,g043,noun,rtl
T0434,2,4,g012,det,rtl
T0434,3,1,g001,det,ltr
T0434,3,2,g018,noun,ltr
T0434,3,3,g051,verb,ltr
T0434,3,4,g051,verb,ltr
T0434,3,5,g025,noun,ltr
T0434,3,6,g100,part,ltr
T0434,3,7,g100,rare,ltr
T0434,4,1,g099,part,rtl
T0434,4,2,g051,verb,rtl
T0434,4,3,g016,noun,rtl
T0434,4,4,g001,det,rtl
T0434,5,1,g001,det,ltr
T0434,5,2,g017,noun,ltr
T0434,5,3,g051,verb,ltr
T0434,5,4,g016,noun,ltr
T0434,5,5,g097,part,ltr
T0434,5,6,g097,part,ltr
T0434,5,7,g072,num,ltr
T0434,5,8,g072,rare,ltr
T0434,6,1,g036,noun,rtl
T0434,6,2,g096,part,rtl
T0434,6,3,g038,noun,rtl
T0434,6,4,g077,num,rtl
T0434,7,1,g001,det,ltr
T0434,7,2,g016,noun,ltr
T0434,7,3,g016,noun,ltr
T0434,7,4,g065,verb,ltr
T0434,7,5,g023,noun,ltr
T0434,7,6,g023,noun,ltr
T0434,7,7,g023,noun,ltr
T0434,8,1,g018,noun,rtl
T0434,8,2,g097,part,rtl
T0434,8,3,g016,noun,rtl
T0434,8,4,g078,num,rtl
T0434,9,1,g096,part,ltr
T0434,9,2,g096,part,ltr
T0434,9,3,g018,noun,ltr
T0434,9,4,g058,verb,ltr
T0434,9,5,g017,noun,ltr
T0435,1,1,g006,det,ltr
T0435,1,2,g016,noun,ltr
T0435,1,3,g016,noun,ltr
T0435,1,4,g100,noun,ltr
T0435,2,1,g097,noun,rtl
T0435,2,2,g016,verb,rtl
T0435,2,3,g016,verb,rtl
T0435,2,4,g052,noun,rtl
T0435,2,5,g003,det,rtl
T0435,2,6,g003,det,rtl
T0435,2,7,g003,det,rtl
T0435,3,1,g094,name,ltr
T0435,3,2,g089,name,ltr
T0435,3,3,g100,part,ltr
T0435,3,4,g018,noun,ltr
T0435,3,5,g018,rare,ltr
T0435,4,1,g071,num,rtl
T0435,4,2,g096,part,rtl
T0435,4,3,g023,noun,rtl
T0435,4,4,g060,verb,rtl
T0435,4,5,g016,noun,rtl
T0435,4,6,g001,det,rtl
T0435,5,1,g081,name,ltr
T0435,5,2,g086,name,ltr
T0435,5,3,g103,part,ltr
T0435,5,4,g046,noun,ltr
T0435,5,5,g056,verb,ltr
T0435,5,6,g016,noun,ltr
T0435,5,7,g098,part,ltr
T0436,1,1,g081,name,ltr
T0436,1,2,g082,name,ltr
T0436,1,3,g096,part,ltr
T0436,1,4,g016,noun,ltr
T0436,1,5,g016,rare,ltr
T0436,2,1,g016,rare,rtl
T0436,2,2,g016,noun,rtl
T0436,2,3,g100,part,rtl
T0436,2,4,g046,noun,rtl
T0436,2,5,g071,num,rtl
T0436,3,1,g107,rare,ltr
T0436,3,2,g073,num,ltr
T0436,3,3,g038,noun,ltr
T0436,3,4,g097,part,ltr
T0436,3,5,g016,noun,ltr
T0436,4,1,g099,part,rtl
T0436,4,2,g071,num,rtl
T0436,4,3,g024,noun,rtl
T0436,4,4,g051,verb,rtl
T0436,4,5,g082,name,rtl
T0436,5,1,g078,num,ltr
T0436,5,2,g026,noun,ltr
T0436,5,3,g097,part,ltr
T0436,5,4,g027,noun,ltr
T0436,6,1,g097,verb,rtl
T0436,6,2,g097,verb,rtl
T0436,6,3,g062,noun,rtl
T0436,6,4,g062,noun,rtl
T0436,6,5,g001,det,rtl
T0436,6,6,g001,det,rtl
T0436,6,7,g001,det,rtl
T0437,1,1,g096,part,ltr
T0437,1,2,g022,noun,ltr
T0437,1,3,g052,verb,ltr
T0437,1,4,g033,noun,ltr
T0437,2,1,g051,verb,rtl
T0437,2,2,g016,noun,rtl
T0437,2,3,g007,det,rtl
T0437,3,1,g005,det,ltr
T0437,3,2,g018,noun,ltr
T0437,3,3,g054,verb,ltr
T0437,3,4,g104,part,ltr
T0437,4,1,g020,noun,rtl
T0437,4,2,g060,verb,rtl
T0437,4,3,g016,noun,rtl
T0437,4,4,g097,part,rtl
T0437,5,1,g003,det,ltr
T0437,5,2,g026,noun,ltr
T0437,5,3,g051,verb,ltr
T0437,5,4,g016,noun,ltr
T0437,5,5,g098,part,ltr
T0437,5,6,g080,num,ltr
T0437,6,1,g035,noun,rtl
T0437,6,2,g101,part,rtl
T0437,6,3,g029,noun,rtl
T0437,6,4,g029,noun,rtl
T0437,6,5,g071,num,rtl
T0437,7,1,g085,name,ltr
T0437,7,2,g052,verb,ltr
T0437,7,3,g017,noun,ltr
T0437,7,4,g074,num,ltr
T0437,7,5,g096,part,ltr
T0437,8,1,g054,verb,rtl
T0437,8,2,g019,noun,rtl
T0437,8,3,g002,det,rtl
T0437,9,1,g082,name,ltr
T0437,9,2,g054,verb,ltr
T0437,9,3,g016,noun,ltr
T0437,9,4,g078,num,ltr
T0437,9,5,g099,part,ltr
T0438,1,1,g001,det,ltr
T0438,1,2,g089,name,ltr
T0438,1,3,g051,verb,ltr
T0438,1,4,g029,noun,ltr
T0438,1,5,g074,num,ltr
T0438,1,6,g074,rare,ltr
T0438,2,1,g072,num,rtl
T0438,2,2,g100,part,rtl
T0438,2,3,g100,part,rtl
T0438,2,4,g019,noun,rtl
T0438,2,5,g063,verb,rtl
T0438,2,6,g029,noun,rtl
T0438,2,7,g011,det,rtl
T0438,2,8,g011,det,rtl
T0438,3,1,g081,name,ltr
T0438,3,2,g051,verb,ltr
T0438,3,3,g026,noun,ltr
T0438,3,4,g071,num,ltr
T0438,3,5,g096,part,ltr
T0438,4,1,g101,part,rtl
T0438,4,2,g045,noun,rtl
T0438,4,3,g051,verb,rtl
T0438,4,4,g019,noun,rtl
T0438,4,5,g099,part,rtl
T0438,4,6,g088,name,rtl
T0438,4,7,g082,name,rtl
T0438,4,8,g082,name,rtl
T0438,5,1,g003,det,ltr
T0438,5,2,g003,det,ltr
T0438,5,3,g085,name,ltr
T0438,5,4,g051,verb,ltr
T0438,5,5,g034,noun,ltr
T0438,5,6,g071,num,ltr
T0438,6,1,g096,part,rtl
T0438,6,2,g056,verb,rtl
T0438,6,3,g016,noun,rtl
T0438,6,4,g016,noun,rtl
T0438,6,5,g002,det,rtl
T0438,7,1,g001,det,ltr
T0438,7,2,g001,det,ltr
T0438,7,3,g001,det,ltr
T0438,7,4,g052,noun,ltr
T0438,7,5,g052,noun,ltr
T0438,7,6,g021,verb,ltr
T0438,7,7,g096,noun,ltr
T0438,7,8,g096,noun,ltr
T0438,7,9,g096,noun,ltr
T0438,7,10,g039,part,ltr
T0438,7,11,g096,num,ltr
T0438,8,1,g079,num,rtl
T0438,8,2,g107,rare,rtl
T0438,8,3,g018,noun,rtl
T0438,8,4,g051,verb,rtl
T0438,8,5,g051,verb,rtl
T0438,8,6,g095,name,rtl
T0438,8,7,g007,det,rtl
T0438,9,1,g017,noun,ltr
T0438,9,2,g018,noun,ltr
T0438,9,3,g096,part,ltr
T0438,10,1,g096,rare,rtl
T0438,10,2,g096,part,rtl
T0438,10,3,g062,verb,rtl
T0438,10,4,g081,name,rtl
T0438,11,1,g004,det,ltr
T0438,11,2,g034,noun,ltr
T0438,11,3,g070,verb,ltr
T0438,11,4,g097,part,ltr
T0438,12,1,g096,part,rtl
T0438,12,2,g031,noun,rtl
T0438,12,3,g064,verb,rtl
T0438,12,4,g038,noun,rtl
T0438,12,5,g099,part,rtl
T0438,12,6,g081,name,rtl
T0438,12,7,g081,name,rtl
T0438,12,8,g094,name,rtl
T0439,1,1,g001,det,ltr
T0439,1,2,g017,noun,ltr
T0439,1,3,g058,verb,ltr
T0439,1,4,g058,rare,ltr
T0439,2,1,g096,rare,rtl
T0439,2,2,g096,part,rtl
T0439,2,3,g016,noun,rtl
T0439,2,4,g067,verb,rtl
T0439,2,5,g017,noun,rtl
T0439,2,6,g012,det,rtl
T0439,2,7,g012,det,rtl
T0439,3,1,g016,noun,ltr
T0439,3,2,g016,noun,ltr
T0439,3,3,g096,noun,ltr
T0439,4,1,g100,part,rtl
T0439,4,2,g077,num,rtl
T0439,4,3,g016,noun,rtl
T0439,4,4,g067,verb,rtl
T0439,4,5,g067,verb,rtl
T0439,4,6,g081,name,rtl
T0440,1,1,g098,part,ltr
T0440,1,2,g018,noun,ltr
T0440,1,3,g057,verb,ltr
T0440,1,4,g018,noun,ltr
T0440,1,5,g018,rare,ltr
T0440,2,1,g049,noun,rtl
T0440,2,2,g098,part,rtl
T0440,2,3,g016,noun,rtl
T0440,2,4,g071,num,rtl
T0440,3,1,g002,det,ltr
T0440,3,2,g088,name,ltr
T0440,3,3,g052,verb,ltr
T0440,3,4,g018,noun,ltr
T0440,3,5,g018,noun,ltr
T0440,3,6,g018,noun,ltr
T0440,4,1,g099,part,rtl
T0440,4,2,g056,verb,rtl
T0440,4,3,g107,rare,rtl
T0440,4,4,g081,name,rtl
T0440,4,5,g081,name,rtl
T0440,5,1,g081,name,ltr
T0440,5,2,g051,verb,ltr
T0440,5,3,g028,noun,ltr
T0440,5,4,g074,num,ltr
T0440,5,5,g101,part,ltr
T0440,5,6,g101,rare,ltr
T0440,6,1,g098,part,rtl
T0440,6,2,g021,noun,rtl
T0440,6,3,g016,noun,rtl
T0440,6,4,g004,det,rtl
T0441,1,1,g083,name,ltr
T0441,1,2,g082,name,ltr
T0441,1,3,g096,part,ltr
T0441,1,4,g019,noun,ltr
T0441,1,5,g019,noun,ltr
T0441,1,6,g051,verb,ltr
T0441,1,7,g020,noun,ltr
T0441,1,8,g096,part,ltr
T0441,2,1,g052,rare,rtl
T0441,2,2,g052,verb,rtl
T0441,2,3,g022,noun,rtl
T0441,2,4,g022,noun,rtl
T0441,2,5,g012,det,rtl
T0441,3,1,g002,det,ltr
T0441,3,2,g095,name,ltr
T0441,3,3,g052,verb,ltr
T0441,3,4,g017,noun,ltr
T0441,3,5,g072,num,ltr
T0441,4,1,g073,num,rtl
T0441,4,2,g099,part,rtl
T0441,4,3,g017,noun,rtl
T0441,4,4,g058,verb,rtl
T0441,4,5,g016,noun,rtl
T0441,4,6,g001,det,rtl
T0441,5,1,g002,det,ltr
T0441,5,2,g002,det,ltr
T0441,5,3,g081,name,ltr
T0441,5,4,g081,name,ltr
T0441,5,5,g051,verb,ltr
T0441,5,6,g017,noun,ltr
T0441,5,7,g071,num,ltr
T0442,1,1,g082,name,ltr
T0442,1,2,g062,verb,ltr
T0442,1,3,g096,part,ltr
T0442,1,4,g096,rare,ltr
T0442,2,1,g096,rare,rtl
T0442,2,2,g096,part,rtl
T0442,2,3,g016,noun,rtl
T0442,2,4,g072,num,rtl
T0442,2,5,g102,part,rtl
T0442,2,6,g016,noun,rtl
T0442,2,7,g058,verb,rtl
T0442,2,8,g058,verb,rtl
T0442,2,9,g016,noun,rtl
T0442,2,10,g016,noun,rtl
T0442,2,11,g002,det,rtl
T0442,3,1,g005,det,ltr
T0442,3,2,g091,name,ltr
T0442,3,3,g058,verb,ltr
T0442,3,4,g016,noun,ltr
T0442,3,5,g076,num,ltr
T0442,4,1,g023,noun,rtl
T0442,4,2,g051,verb,rtl
T0442,4,3,g016,noun,rtl
T0442,4,4,g016,noun,rtl
T0442,4,5,g105,part,rtl
T0442,5,1,g020,noun,ltr
T0442,5,2,g035,noun,ltr
T0442,5,3,g098,part,ltr
T0442,6,1,g099,rare,rtl
T0442,6,2,g099,part,rtl
T0442,6,3,g025,noun,rtl
T0442,6,4,g033,noun,rtl
T0442,6,5,g033,noun,rtl
T0442,7,1,g021,noun,ltr
T0442,7,2,g016,noun,ltr
T0442,7,3,g096,part,ltr
T0442,8,1,g071,part,rtl
T0442,8,2,g096,noun,rtl
T0442,8,3,g016,verb,rtl
T0442,8,4,g022,noun,rtl
T0442,8,5,g022,noun,rtl
T0442,8,6,g022,noun,rtl
T0442,8,7,g001,det,rtl
T0442,9,1,g090,name,ltr
T0442,9,2,g052,verb,ltr
T0442,9,3,g105,part,ltr
T0442,10,1,g051,rare,rtl
T0442,10,2,g051,verb,rtl
T0442,10,3,g020,noun,rtl
T0442,10,4,g008,det,rtl
T0442,10,5,g008,det,rtl
T0443,1,1,g083,name,ltr
T0443,1,2,g083,name,ltr
T0443,1,3,g052,verb,ltr
T0443,1,4,g102,part,ltr
T0443,2,1,g074,part,rtl
T0443,2,2,g099,noun,rtl
T0443,2,3,g016,noun,rtl
T0443,2,4,g016,noun,rtl
T0443,2,5,g016,noun,rtl
T0443,2,6,g058,verb,rtl
T0443,2,7,g088,name,rtl
T0443,2,8,g088,name,rtl
T0443,2,9,g013,det,rtl
T0443,3,1,g008,det,ltr
T0443,3,2,g008,det,ltr
T0443,3,3,g020,noun,ltr
T0443,3,4,g020,noun,ltr
T0443,3,5,g056,verb,ltr
T0443,3,6,g056,rare,ltr
T0443,4,1,g057,verb,rtl
T0443,4,2,g016,noun,rtl
T0443,4,3,g001,det,rtl
T0443,5,1,g091,name,ltr
T0443,5,2,g051,verb,ltr
T0443,5,3,g018,noun,ltr
T0443,5,4,g071,num,ltr
T0443,5,5,g101,part,ltr
T0443,6,1,g098,part,rtl
T0443,6,2,g017,noun,rtl
T0443,6,3,g056,verb,rtl
T0443,6,4,g056,verb,rtl
T0443,6,5,g019,noun,rtl
T0443,6,6,g001,det,rtl
T0443,7,1,g001,det,ltr
T0443,7,2,g035,noun,ltr
T0443,7,3,g058,verb,ltr
T0443,7,4,g032,noun,ltr
T0443,7,5,g096,part,ltr
T0443,7,6,g080,num,ltr
T0443,8,1,g101,rare,rtl
T0443,8,2,g101,part,rtl
T0443,8,3,g054,verb,rtl
T0443,8,4,g022,noun,rtl
T0443,8,5,g010,det,rtl
T0443,9,1,g085,name,ltr
T0443,9,2,g061,verb,ltr
T0443,9,3,g061,verb,ltr
T0443,9,4,g061,verb,ltr
T0444,1,1,g004,det,ltr
T0444,1,2,g039,noun,ltr
T0444,1,3,g061,verb,ltr
T0444,1,4,g099,part,ltr
T0444,1,5,g099,rare,ltr
T0444,2,1,g016,part,rtl
T0444,2,2,g097,name,rtl
T0444,2,3,g097,name,rtl
T0444,2,4,g082,name,rtl
T0444,2,5,g082,name,rtl
T0444,3,1,g081,name,ltr
T0444,3,2,g052,verb,ltr
T0444,3,3,g096,part,ltr
T0444,4,1,g017,noun,rtl
T0444,4,2,g057,verb,rtl
T0444,4,3,g021,noun,rtl
T0444,4,4,g098,part,rtl
T0444,5,1,g011,det,ltr
T0444,5,2,g027,noun,ltr
T0444,5,3,g027,noun,ltr
T0444,5,4,g027,noun,ltr
T0444,5,5,g108,verb,ltr
T0444,5,6,g108,verb,ltr
T0444,5,7,g031,rare,ltr
T0444,5,8,g102,noun,ltr
T0444,6,1,g096,part,rtl
T0444,6,2,g016,noun,rtl
T0444,6,3,g054,verb,rtl
T0444,6,4,g022,noun,rtl
T0444,6,5,g022,noun,rtl
T0444,6,6,g006,det,rtl
T0445,1,1,g006,det,ltr
T0445,1,2,g016,noun,ltr
T0445,1,3,g051,verb,ltr
T0445,1,4,g023,noun,ltr
T0445,1,5,g101,part,ltr
T0445,1,6,g101,rare,ltr
T0445,2,1,g097,part,rtl
T0445,2,2,g051,verb,rtl
T0445,2,3,g051,verb,rtl
T0445,2,4,g044,noun,rtl
T0445,2,5,g004,det,rtl
T0445,3,1,g001,det,ltr
T0445,3,2,g001,det,ltr
T0445,3,3,g001,det,ltr
T0445,3,4,g051,noun,ltr
T0445,3,5,g051,noun,ltr
T0445,3,6,g025,verb,ltr
T0445,3,7,g101,noun,ltr
T0445,4,1,g100,rare,rtl
T0445,4,2,g100,part,rtl
T0445,4,3,g077,num,rtl
T0445,4,4,g016,noun,rtl
T0445,4,5,g052,verb,rtl
T0445,4,6,g084,name,rtl
T0445,4,7,g084,name,rtl
T0445,5,1,g010,det,ltr
T0445,5,2,g083,name,ltr
T0445,5,3,g083,name,ltr
T0445,5,4,g083,name,ltr
T0445,5,5,g016,verb,ltr
T0445,5,6,g072,noun,ltr
T0445,6,1,g039,verb,rtl
T0445,6,2,g016,noun,rtl
T0445,6,3,g016,noun,rtl
T0445,6,4,g016,noun,rtl
T0445,6,5,g102,part,rtl
