source_text,target_glyphs,source_len,target_len,categories,pair_id
tau inu Hotu vahine hele,g053 g052 g052 g081 g017 g017 g051 g051,5,8,verb verb name noun verb,42419
haere moe noho a tangata rua tangata no haere Tiki noho Tiki,g061 g051 g054 g004 g033 g071 g018 g101 g052 g081 g053 g091,12,12,verb verb verb det noun num noun part verb name verb name,42420
rakau tamaiti rakau na tangi vahine tahi he ana pe tamaiti,g017 g017 g016 g016 g001 g051 g018 g072 g013 g016 g096 g028,11,12,noun noun noun det verb noun num det noun part noun,42421
kai haere mai i i te korero ei,g053 g053 g056 g056 g099 g099 g096 g096 g096 g003 g054 g097,8,12,verb verb part part part det verb part,42422
ki tangata tahi haere he i,g096 g016 g071 g051 g010 g096,6,6,part noun num verb det part,42423
he noho muri i tamaiti va tau vahine tangata,g002 g051 g017 g096 g017 g071 g005 g016 g016 g016,9,10,det verb noun part noun num det noun noun,42424
Tiki haere tamaiti ana ala te tangata haere haere moe te,g083 g052 g016 g017 g062 g003 g042 g052 g051 g051 g052 g001,11,12,name verb noun noun verb det noun verb verb verb det,42425
rima tangata te vahine toru tau i te matangi,g074 g017 g004 g047 g073 g073 g001 g103 g103 g001 g001 g016,9,12,num noun det noun num det part det noun,42426
vahine puke kai vahine vahine hahau te nei tangata i tamaiti,g018 g018 g062 g052 g016 g017 g056 g002 g097 g018 g096 g016,11,12,noun verb verb noun noun verb det part noun part noun,42427
kai haere e tamaiti haere rau Hotu i kite ora Koihu haere,g056 g056 g059 g059 g011 g018 g053 g020 g020 g084 g101 g101 g056 g054 g054 g084 g057 g057,12,18,verb verb det noun verb noun name part verb verb name verb,42428
hitu haere haere haere vahine kume manu haere tamaiti,g071 g051 g069 g053 g053 g021 g052 g017 g060 g020,9,10,num verb verb verb noun verb noun verb noun,42429
i te ma mate,g104 g001 g027 g052,4,4,part det noun verb,42430
nga tangata te i a mai,g010 g042 g042 g001 g096 g001 g001 g096,6,8,det noun det part det part,42431
vahine te o noho kai nga tamaiti hula tae haere,g016 g011 g006 g051 g052 g012 g016 g054 g070 g070 g051,10,11,noun det det verb verb det noun verb verb verb,42432
marama tahi te ma rua Matua ora manu mai tena,g016 g071 g004 g097 g073 g084 g065 g022 g022 g100 g100 g002,10,12,noun num det part num name verb noun part det,42433
tau Matua tangata moe na ivi tau moana,g011 g081 g045 g051 g098 g017 g002 g019,8,8,det name noun verb part noun det noun,42434
tau he vahine vahine a mai tahi moe,g001 g001 g006 g017 g039 g039 g097 g096 g096 g073 g051,8,11,det det noun noun part part num verb,42435
mate tahi ma topa,g052 g071 g100 g054 g054,4,5,verb num part verb,42436
noho vai ka moe Hotu ana haere haere manu toru ki moe,g051 g029 g001 g058 g081 g034 g054 g057 g019 g071 g096 g052,12,12,verb noun det verb name noun verb verb noun num part verb,42437
haere haere he ma Tangaroa,g055 g066 g006 g028 g082,5,5,verb verb det noun name,42438
he Hotu vai te moana,g003 g082 g024 g001 g047,5,5,det name noun det noun,42439
nga mai vahine ai i ika i Tupa ki ma tangata,g007 g098 g025 g098 g103 g021 g021 g096 g083 g096 g096 g096 g016,11,13,det part noun part part noun part name part part noun,42440
manu na ki te tangata hoki i,g045 g010 g097 g011 g018 g018 g051 g101,7,8,noun det part det noun verb part,42441
toru ika noho haere manu,g080 g080 g016 g016 g051 g056 g025,5,7,num noun verb verb noun,42442
Hotu i he tangata i tangata te i Hotu manu te mo,g092 g096 g004 g045 g098 g038 g003 g098 g091 g019 g001 g098 g098,12,13,name part det noun part noun det part name noun det part,42443
hahau inu rakau Tuu Matua i tomo Ngaara Matua i ki,g051 g051 g064 g020 g095 g083 g083 g096 g051 g082 g092 g097 g096,11,13,verb verb noun name name part verb name name part part,42444
tangata kai te i,g041 g051 g003 g003 g096,4,5,noun verb det part,42445
ai ma i pe tamaiti Hotu te noho ki tau vai,g051 g103 g096 g096 g096 g035 g081 g013 g013 g065 g097 g097 g002 g017,11,14,verb part part part noun name det verb part det noun,42446
Matua Matua ko i tamaiti i tahi tangata i noho,g081 g081 g001 g098 g019 g019 g100 g076 g016 g104 g051,10,11,name name det part noun part num noun part verb,42447
i ki tangata ivi tangata tuku tangata ala huti tiki rima ha,g096 g096 g100 g100 g030 g016 g019 g019 g053 g016 g051 g066 g051 g021 g021 g075,12,16,part part noun noun noun verb noun verb verb verb noun num,42448
tahi moe te moe ivi Hotu noho,g072 g052 g052 g002 g055 g016 g084 g051,7,8,num verb det verb noun name verb,42449
vahine noho e ki ma ki he marama korero tangata tangata uta,g016 g054 g005 g096 g016 g096 g001 g017 g063 g021 g016 g016,12,12,noun verb det part noun part det noun verb noun noun noun,42450
ai Tiki tahi te muri Matua ki tangata kite Matua haere,g101 g081 g071 g001 g020 g083 g096 g016 g058 g081 g051,11,11,part name num det noun name part noun verb name verb,42451
maui ihu tangata ai rere,g017 g032 g021 g051 g054,5,5,noun noun noun verb verb,42452
Hotu he tau te ma Hotu,g081 g001 g008 g001 g097 g097 g082,6,7,name det det det part name,42453
i ruga tamaiti,g104 g016 g016 g016,3,4,part noun noun,42454
atu mate Koihu te nga tangata kai he nga tangata moe,g097 g055 g082 g082 g001 g001 g024 g051 g003 g001 g017 g051,11,12,part verb name det det noun verb det det noun verb,42455
tamaiti tamaiti haere toru te uta raa korero tahi tangata ai,g018 g020 g054 g054 g071 g004 g018 g021 g054 g073 g030 g051,11,12,noun noun verb num det noun noun verb num noun verb,42456
na ki tangata noho toru i mai vahine haere vahine,g005 g104 g019 g052 g078 g096 g096 g096 g096 g016 g016 g055 g040,10,13,det part noun verb num part part noun verb noun,42457
na korero tena tangata tangata tau kai ko tau,g009 g051 g014 g014 g017 g019 g051 g052 g052 g009 g009 g001,9,12,det verb det noun noun verb verb det det,42458
tangata ki marama,g017 g103 g019,3,3,noun part noun,42459
Hotu na Hotu i te te vahine moe ma nga,g081 g096 g081 g081 g098 g015 g001 g035 g055 g096 g096 g001,10,12,name part name part det det noun verb part det,42460
tahi manu na tamaiti atu i Ngaara tamaiti Hotu i ki vahine,g073 g016 g002 g035 g096 g096 g084 g020 g081 g081 g101 g100 g017,12,13,num noun det noun part part name noun name part part noun,42461
tau vahine manu,g009 g038 g031,3,3,det noun noun,42462
kai tamaiti Matua Hotu haere tangata,g052 g046 g087 g087 g083 g054 g017,6,7,verb noun name name verb noun,42463
ki ora tangata,g096 g052 g019,3,3,part verb noun,42464
hongahuru he kai na te tangata e i Ngaara te vahine tangata,g071 g001 g057 g002 g004 g018 g001 g096 g087 g002 g034 g022 g022,12,13,num det verb det det noun det part name det noun noun,42465
va ai ala Hotu tamaiti o na te tangata Hotu,g079 g051 g051 g082 g017 g001 g096 g001 g016 g081,10,10,num verb verb name noun det part det noun name,42466
tangata te tangata Hotu Matua marama i tangata ihu tae,g032 g003 g017 g081 g082 g082 g017 g097 g018 g020 g063,10,11,noun det noun name name noun part noun noun verb,42467
vahine tae kite Hotu tangata tamaiti te ka te tangata,g022 g054 g052 g052 g082 g028 g020 g003 g005 g006 g016,10,11,noun verb verb name noun noun det det det noun,42468
vaka tahi haere hoki a,g016 g074 g051 g051 g052 g052 g002,5,7,noun num verb verb det,42469
e va haere i i tau vahine tena tangata,g001 g076 g076 g064 g096 g097 g097 g001 g017 g015 g015 g045,9,12,det num verb part part det noun det noun,42470
na haere vahine Matua,g005 g054 g016 g082,4,4,det verb noun name,42471
vaka vai tau te,g016 g016 g016 g001 g002,4,5,noun noun det det,42472
tau ana manu ai i he haere te te Koihu tangata,g010 g016 g038 g103 g104 g001 g052 g002 g001 g081 g019,11,11,det noun noun part part det verb det det name noun,42473
ha haere mai i tangata hitu te mo inu,g074 g052 g099 g099 g098 g017 g071 g006 g096 g059,9,10,num verb part part noun num det part verb,42474
ika haere tahi Tiki,g016 g052 g073 g081 g081,4,5,noun verb num name,42475
iva ika vahine,g071 g016 g016,3,3,num noun noun,42476
Tuu te tangata ava nga manu Matua noho haere tangata,g087 g009 g016 g016 g019 g004 g021 g081 g067 g061 g018 g018,10,12,name det noun noun det noun name verb verb noun,42477
tahi Matua vahine nga ana haere he tau hongahuru kai te,g077 g088 g016 g003 g099 g051 g051 g001 g001 g001 g072 g072 g065 g065 g001,11,15,num name noun det part verb det det num verb det,42478
vahine marama ki,g018 g017 g105,3,3,noun noun part,42479
mai mata toru Papa te teia ki ma hare tangata ihu,g096 g016 g072 g082 g004 g003 g098 g016 g036 g016 g016,11,11,part noun num name det det part noun noun noun noun,42480
puke noho Tupa noho i Hotu Tiki na hare te Matua,g051 g058 g085 g051 g099 g093 g081 g105 g105 g016 g002 g085,11,12,verb verb name verb part name name part noun det name,42481
na Matua mai i,g001 g081 g097 g096,4,4,det name part part,42482
haere ma tangata noho tangata Hotu motu,g054 g054 g096 g021 g052 g044 g081 g026 g026,7,9,verb part noun verb noun name noun,42483
o tae vahine i tangata te,g001 g052 g016 g096 g016 g003,6,6,det verb noun part noun det,42484
haere ono ana noho korero noho vahine tekau,g065 g072 g096 g096 g051 g069 g069 g056 g019 g074,8,10,verb num part verb verb verb noun num,42485
raa hula manu atu te tangata tangata ki Koihu,g016 g054 g031 g096 g001 g001 g016 g020 g020 g097 g081,9,11,noun verb noun part det noun noun part name,42486
ava mai haere toruteke nga te he marama ihu tamaiti a tangata,g016 g097 g067 g067 g072 g001 g002 g001 g033 g016 g021 g001 g016,12,13,noun part verb num det det det noun noun noun det noun,42487
i vahine ala vahine tamaiti,g096 g016 g068 g068 g029 g021 g021,5,7,part noun verb noun noun,42488
vahine tangata Hina Hotu kai haere kite hare,g035 g032 g081 g088 g088 g053 g056 g056 g055 g029,8,10,noun noun name name verb verb verb noun,42489
tangata ora he,g016 g016 g070 g070 g001 g001,3,6,noun verb det,42490
topa haere mai raa,g051 g056 g096 g016,4,4,verb verb part noun,42491
Hotu hula vai tangata ua,g081 g051 g016 g019 g027 g027,5,6,name verb noun noun noun,42492
noho tangata mo na vahine mai ora nga ki,g063 g016 g096 g099 g099 g018 g096 g067 g067 g003 g099 g099,9,12,verb noun part part noun part verb det part,42493
tangata tahi noho,g017 g071 g054,3,3,noun num verb,42494
tangata ua i te tomo tangi nga mai kite ika,g019 g019 g031 g101 g003 g052 g051 g006 g096 g066 g016,10,11,noun noun part det verb verb det part verb noun,42495
no tangata inu tangata Hotu rua he,g097 g041 g053 g016 g088 g078 g006,7,7,part noun verb noun name num det,42496
te e he,g003 g005 g005,3,3,det det det,42497
tau i nga ika ma,g009 g097 g002 g020 g096,5,5,det part det noun part,42498
ika hitu mai ei,g037 g077 g098 g096,4,4,noun num part part,42499
vai mai matau te i tangata a tangata tangi,g018 g096 g020 g011 g097 g023 g096 g016 g052 g052,9,10,noun part noun det part noun part noun verb,42500
Hotu te vahine he Hotu te tangi tangata noho ki ma,g081 g081 g004 g024 g002 g082 g010 g053 g016 g016 g051 g105 g096 g096,11,14,name det noun det name det verb noun verb part part,42501
haere Ngaara moe ika tangata,g058 g084 g059 g059 g017 g018,5,6,verb name verb noun noun,42502
te he rimateke ki tangata ika noho teia tangata vahine,g003 g001 g074 g099 g016 g016 g056 g001 g016 g016 g023,10,11,det det num part noun noun verb det noun noun,42503
vahine te kume vahine tangata noho kai,g017 g001 g056 g017 g036 g057 g058,7,7,noun det verb noun noun verb verb,42504
he te noho kai Maui,g001 g008 g051 g051 g081,5,5,det det verb verb name,42505
i raro te Ngaara,g096 g030 g001 g081,4,4,part noun det name,42506
tangata nga tangata tangata tangata manu,g028 g002 g031 g019 g019 g018 g020,6,7,noun det noun noun noun noun,42507
te na tangata,g001 g005 g016,3,3,det det noun,42508
te na rua,g014 g101 g073,3,3,det part num,42509
na te ika noho hongahuru Tuu haere,g102 g012 g020 g052 g071 g089 g089 g051,7,8,part det noun verb num name verb,42510
inu haere tau,g064 g053 g005,3,3,verb verb det,42511
rua he e Tuu te ika ko noho i raro,g071 g071 g002 g001 g001 g081 g001 g017 g017 g002 g053 g053 g098 g017,10,14,num det det name det noun det verb part noun,42512
haere ki he vahine rakau na,g051 g101 g003 g016 g016 g016 g001,6,7,verb part det noun noun det,42513
rima kai tiki tangata ki rere tangata tau i tangata,g016 g051 g051 g051 g017 g017 g099 g054 g016 g001 g096 g017,10,12,noun verb verb noun part verb noun det part noun,42514
tangata tena te marama kai haere,g038 g001 g009 g016 g052 g054,6,6,noun det det noun verb verb,42515
tangata inu te ala raro tangata Matua Matua hare,g016 g062 g001 g052 g040 g016 g085 g085 g086 g018,9,10,noun verb det verb noun noun name name noun,42516
haere ma rakau tena na haere,g053 g100 g016 g016 g006 g001 g051,6,7,verb part noun det det verb,42517
i mate maui kai vahine ua,g096 g096 g068 g021 g064 g021 g049,6,7,part verb noun verb noun noun,42518
tamaiti te he ruatekau tangata tomo korero vahine teia nei,g032 g032 g006 g001 g072 g022 g051 g053 g016 g003 g099,10,11,noun det det num noun verb verb noun det part,42519
motu kiko haere moana he na ruatekau Tangaroa he a,g016 g018 g051 g016 g003 g003 g003 g076 g085 g002 g096,10,11,noun noun verb noun det det num name det part,42520
Hina Matua tangata moe,g081 g086 g023 g057,4,4,name name noun verb,42521
makemake moe kai i tangata hele haere Tuu,g052 g052 g052 g055 g096 g096 g034 g034 g052 g052 g081 g081,8,12,verb verb verb part noun verb verb name,42522
vahine te Hotu kai mate hana,g018 g005 g087 g054 g054 g053 g051,6,7,noun det name verb verb verb,42523
haere tiki haere tangata moana he Hotu,g051 g052 g056 g017 g022 g001 g081,7,7,verb verb verb noun noun det name,42524
tangata te tangata ika moe ika,g031 g001 g019 g017 g062 g062 g023 g023,6,8,noun det noun noun verb noun,42525
kai i Hotu haere vahine haere hahau,g062 g096 g081 g069 g069 g019 g053 g051,7,8,verb part name verb noun verb verb,42526
Maui haere tamaiti raa,g083 g051 g020 g020,4,4,name verb noun noun,42527
tangata kite mua haere ika e Hotu,g016 g051 g016 g056 g024 g004 g090,7,7,noun verb noun verb noun det name,42528
i Koihu tahi Hotu ika vahine Papa te te,g096 g084 g078 g082 g025 g023 g082 g001 g015,9,9,part name num name noun noun name det det,42529
ra ha haere marama haere Matua na Tuu tau,g097 g071 g071 g052 g017 g017 g051 g051 g086 g009 g093 g001,9,12,part num verb noun verb name det name det,42530
va hongahuru hana toru hele te ki he,g076 g072 g051 g071 g071 g055 g002 g099 g001 g001,8,10,num num verb num verb det part det,42531
noho noho vahine he he Matua Matua tangata tamaiti ika vahine,g066 g066 g052 g016 g001 g001 g082 g083 g019 g016 g018 g017 g017,11,13,verb verb noun det det name name noun noun noun noun,42532
te matangi tangata he inu te i Tangaroa Hotu tahi,g001 g018 g042 g010 g051 g005 g104 g081 g083 g071,10,10,det noun noun det verb det part name name num,42533
i haere a,g101 g051 g001,3,3,part verb det,42534
tamaiti ma topa tomo hitu tangata a tangata tangata he ika i,g024 g096 g070 g056 g074 g016 g001 g022 g019 g002 g019 g102,12,12,noun part verb verb num noun det noun noun det noun part,42535
kai moe inu te he vahine,g051 g051 g063 g008 g005 g016,6,6,verb verb verb det det noun,42536
noho nga te ki na tamaiti atu a,g051 g001 g010 g096 g101 g018 g102 g102 g001,8,9,verb det det part part noun part det,42537
kai Matua Hotu,g052 g083 g083,3,3,verb name name,42538
ki te haere tahi ana Hotu ua moana i moe,g096 g001 g051 g072 g096 g096 g095 g095 g021 g044 g044 g097 g052 g052,10,14,part det verb num part name noun noun part verb,42539
Hotu he hongahuru toru inu te haere i tangata a moana vai,g086 g004 g071 g073 g052 g002 g053 g097 g097 g016 g016 g001 g036 g036 g016,12,15,name det num num verb det verb part noun det noun noun,42540
Hotu huti ora mata he tau ika,g083 g083 g053 g068 g016 g004 g006 g019,7,8,name verb verb noun det det noun,42541
kite tangata i ki vahine te haere he Matua a,g051 g019 g098 g100 g027 g001 g052 g006 g006 g085 g085 g007,10,12,verb noun part part noun det verb det name det,42542
na toru matau mai vahine Hotu tangata,g004 g074 g020 g020 g096 g024 g089 g016,7,8,det num noun part noun name noun,42543
tahi na Hotu mate,g076 g004 g081 g051,4,4,num det name verb,42544
te ki Ngaara,g001 g096 g082,3,3,det part name,42545
Matua he ki tangata te haere ka,g081 g001 g100 g033 g033 g002 g054 g054 g011,7,9,name det part noun det verb det,42546
te ki a ki ala motu atu,g010 g096 g002 g100 g070 g070 g018 g096,7,8,det part det part verb noun part,42547
tae te haere ki pe tau i Rongo tangata te noho haere,g052 g004 g065 g065 g096 g096 g096 g004 g096 g083 g016 g008 g054 g064 g064,12,15,verb det verb part part det part name noun det verb verb,42548
tangata Koihu ka tamaiti manu i Ngaara te tahi vahine,g027 g027 g083 g003 g021 g016 g096 g084 g004 g071 g071 g017 g017,10,13,noun name det noun noun part name det num noun,42549
he ua tangata puke he ala tangata kai mai,g002 g016 g017 g061 g061 g001 g001 g053 g053 g016 g052 g096,9,12,det noun noun verb det verb noun verb part,42550
i motu moe mata tamaiti ika Ngaara mate,g099 g050 g051 g022 g016 g016 g016 g081 g052,8,9,part noun verb noun noun noun name verb,42551
ika hare te,g018 g016 g001,3,3,noun noun det,42552
te noho tamaiti tangata hongahuru Hotu i,g002 g051 g026 g021 g074 g086 g097,7,7,det verb noun noun num name part,42553
tangata he mai Hotu maunga Ngaara o Tuu,g016 g001 g096 g081 g048 g048 g082 g082 g001 g001 g095 g095,8,12,noun det part name noun name det name,42554
moe teia Tangaroa nga ruga tangata kai Hotu te,g053 g011 g082 g004 g004 g024 g019 g052 g081 g002,9,10,verb det name det noun noun verb name det,42555
rakau a tangata tangata matangi tangata Tiki nga he Koihu mai tangata,g018 g099 g016 g017 g027 g025 g081 g001 g002 g084 g084 g098 g098 g042,12,14,noun part noun noun noun noun name det det name part noun,42556
tangata te Hotu ma vahine vahine ka haere tamaiti,g022 g022 g008 g008 g094 g100 g016 g018 g001 g001 g065 g017,9,12,noun det name part noun noun det verb noun,42557
moe Hotu matangi i na nga he ora ika te tangata,g052 g052 g083 g016 g096 g098 g002 g001 g055 g017 g002 g002 g028,11,13,verb name noun part part det det verb noun det noun,42558
ana tangata ki i ha,g016 g016 g098 g096 g072,5,5,noun noun part part num,42559
Makemake hua tangata hua tekau,g089 g024 g019 g019 g016 g073,5,6,name noun noun noun num,42560
Hotu i noho tangata,g083 g105 g051 g017,4,4,name part verb noun,42561
nga i hula,g010 g096 g051,3,3,det part verb,42562
he Makemake ihu Hotu ki raa Matua ala te noho haere vaka,g003 g081 g016 g016 g081 g081 g097 g016 g083 g051 g007 g061 g051 g016 g016,12,15,det name noun name part noun name verb det verb verb noun,42563
te hua vahine matau ma tangata haere o tamaiti te ki i,g008 g016 g025 g027 g098 g017 g052 g096 g018 g014 g104 g096,12,12,det noun noun noun part noun verb part noun det part part,42564
ua ki kite ki Tuu mai moe he te,g036 g096 g051 g105 g082 g098 g057 g002 g004 g004,9,10,noun part verb part name part verb det det,42565
Koihu tuku te nga,g081 g064 g012 g012 g012,4,5,name verb det det,42566
manu haere Hotu na haere matau,g016 g066 g081 g081 g002 g065 g016 g016,6,8,noun verb name det verb noun,42567
Matua Hotu moana haere tangata tangata haere hitu a he haere,g081 g082 g024 g053 g045 g019 g055 g072 g003 g003 g066,11,11,name name noun verb noun noun verb num det det verb,42568
he rau moana hana,g015 g015 g016 g019 g051,4,5,det noun noun verb,42569
atu Hotu Hotu a haere na te maui tangata ika Matua tangata,g096 g083 g081 g003 g051 g011 g001 g045 g016 g024 g081 g020,12,12,part name name det verb det det noun noun noun name noun,42570
vahine ma tangata te moe,g017 g016 g021 g006 g052,5,5,noun noun noun det verb,42571
vahine te ana Matua haere ua matangi,g016 g001 g098 g098 g083 g052 g019 g032,7,8,noun det part name verb noun noun,42572
hahau tahi o he haere mo mo haere motu atu tahi,g051 g051 g080 g080 g096 g013 g013 g066 g096 g096 g051 g016 g096 g071,11,14,verb num part det verb part part verb noun part num,42573
vahine mata muri tomo ei,g016 g022 g017 g052 g102 g102,5,6,noun noun noun verb part,42574
no te mai vahine ai te i vahine tamaiti,g101 g001 g096 g019 g102 g005 g098 g020 g027 g027,9,10,part det part noun part det part noun noun,42575
haere te tamaiti te te nga tangata rua vahine,g051 g007 g032 g003 g002 g001 g019 g071 g071 g018,9,10,verb det noun det det det noun num noun,42576
i vahine tamaiti tangata moe Koihu i tangata,g097 g017 g025 g017 g017 g053 g085 g101 g022,8,9,part noun noun noun verb name part noun,42577
Makemake i ki rakau,g081 g096 g098 g098 g016,4,5,name part part noun,42578
te kume vahine tangata nei tamaiti haere he te mai hana Hotu,g001 g001 g059 g041 g017 g099 g022 g022 g051 g001 g003 g103 g056 g092,12,14,det verb noun noun part noun verb det det part verb name,42579
tangata tau nga korero na tua he tamaiti pe hele a Hotu,g017 g001 g001 g052 g099 g024 g002 g034 g096 g053 g096 g081,12,12,noun det det verb part noun det noun part verb part name,42580
tau tangata Hotu Hotu manu he te korero ki Papa,g002 g019 g081 g094 g017 g012 g011 g054 g054 g100 g081,10,11,det noun name name noun det det verb part name,42581
tahi he ora i te ika manu haere te te tangata,g075 g005 g057 g096 g001 g028 g016 g053 g008 g001 g001 g016,11,12,num det verb part det noun noun verb det det noun,42582
te na manu te no ma vahine te tangata noho Hina toru,g002 g096 g096 g046 g002 g101 g101 g021 g026 g002 g017 g017 g051 g081 g071,12,15,det part noun det part noun noun det noun verb name num,42583
Hina tangata he hula hana hoki Maui atu,g092 g036 g003 g051 g051 g062 g052 g083 g101 g101,8,10,name noun det verb verb verb name part,42584
rakau Tuu i te tangata he ki,g023 g084 g104 g004 g016 g002 g097,7,7,noun name part det noun det part,42585
moe na moe mate te te tangata moe ika,g060 g012 g055 g054 g054 g008 g002 g017 g068 g017,9,10,verb det verb verb det det noun verb noun,42586
te Papa haere tau rakau manu i tamaiti rima,g001 g001 g081 g051 g051 g005 g005 g042 g042 g017 g096 g019 g019 g042,9,14,det name verb det noun noun part noun noun,42587
Hotu moe inu maunga tangata a Tuu tiki moana haere tau atu,g082 g082 g059 g059 g051 g018 g041 g001 g081 g051 g027 g051 g051 g002 g096,12,15,name verb verb noun noun det name verb noun verb det part,42588
ko Tane te tangata Hotu Tuu haere rimateke na rakau rakau,g001 g088 g009 g021 g095 g088 g052 g074 g001 g017 g019,11,11,det name det noun name name verb num det noun noun,42589
o inu ki haere o te muri ruga te,g097 g051 g096 g051 g096 g096 g001 g026 g017 g006,9,10,part verb part verb part det noun noun det,42590
tangata tangata haere,g016 g018 g066,3,3,noun noun verb,42591
haere Matua marama tekau tau Hotu mo Tangaroa,g063 g082 g017 g071 g005 g082 g097 g083,8,8,verb name noun num det name part name,42592
te haere haere,g002 g066 g059,3,3,det verb verb,42593
Matua tamaiti he tamaiti haere na tangata ana marama,g081 g016 g005 g020 g055 g055 g101 g016 g016 g016,9,10,name noun det noun verb part noun noun noun,42594
mo noho rua kai tamaiti a atu tangata tangata tau,g104 g051 g051 g071 g064 g016 g012 g096 g043 g043 g016 g007,10,12,part verb num verb noun det part noun noun det,42595
he ika he taringa inu no tau atu,g004 g017 g001 g019 g055 g097 g001 g001 g096,8,9,det noun det noun verb part det part,42596
te tamaiti i haere tena tamaiti manu kai,g001 g022 g022 g096 g053 g001 g024 g016 g060,8,9,det noun part verb det noun noun verb,42597
kai tamaiti i,g065 g065 g017 g097,3,4,verb noun part,42598
tangata tae a tahi,g017 g051 g096 g071,4,4,noun verb part num,42599
i a moana huti te he rua,g099 g098 g018 g057 g001 g004 g071,7,7,part part noun verb det det num,42600
mate ana te,g056 g056 g098 g013,3,4,verb part det,42601
makemake Hotu vahine,g054 g054 g081 g016,3,4,verb name noun,42602
tahi tamaiti Tupa tau haere tangata Hotu vahine ika a ki ma,g071 g016 g086 g005 g068 g068 g030 g086 g021 g017 g003 g096 g096 g096,12,14,num noun name det verb noun name noun noun det part part,42603
te ka hua vai Ngaara noho noho tau,g001 g005 g005 g017 g028 g081 g058 g051 g051 g005,8,10,det det noun noun name verb verb det,42604
haere tau tangi tangata tau tangata Tiki moe,g062 g001 g058 g016 g051 g051 g030 g093 g093 g053,8,10,verb det verb noun verb noun name verb,42605
waha Hotu Hotu nga moana he vahine tau tangata tangata uta Hina,g028 g028 g083 g092 g092 g002 g016 g016 g014 g016 g016 g005 g047 g019 g029 g083,12,16,noun name name det noun det noun det noun noun noun name,42606
he e tahi tangata inu,g014 g007 g073 g073 g040 g040 g052,5,7,det det num noun verb,42607
i Hotu i tangata tangata tamaiti tau te,g096 g086 g096 g020 g016 g024 g002 g014,8,8,part name part noun noun noun det det,42608
o a he nga ka tamaiti manu nga,g001 g001 g002 g007 g006 g016 g023 g002,8,8,det det det det det noun noun det,42609
hele ki kai noho,g053 g053 g097 g051 g051 g054,4,6,verb part verb verb,42610
i i tangata tangata Hotu tahi tekau,g096 g097 g031 g016 g081 g073 g074,7,7,part part noun noun name num num,42611
nga Hotu tangata tau ai tae iva,g001 g081 g016 g008 g067 g067 g051 g072,7,8,det name noun det verb verb num,42612
tena ki Ngaara,g001 g096 g081,3,3,det part name,42613
noho manu matangi tau tamaiti tangata,g051 g051 g016 g016 g016 g001 g022 g024,6,8,verb noun noun det noun noun,42614
tangata ma nga tahi motu o vahine vahine he tangata,g016 g096 g001 g079 g021 g003 g029 g016 g016 g001 g024,10,11,noun part det num noun det noun noun det noun,42615
noho mata te hongahuru i vahine tangata tai atu,g051 g016 g010 g010 g071 g097 g023 g032 g016 g096 g096,9,11,verb noun det num part noun noun noun part,42616
ora a i Tuu manu Tangaroa ra haere,g059 g001 g001 g099 g090 g033 g081 g096 g060,8,9,verb det part name noun name part verb,42617
tangata te i te haere,g049 g006 g096 g011 g060 g060,5,6,noun det part det verb,42618
ki Maui tangata vahine tangata tangata a Hotu,g099 g088 g016 g018 g018 g020 g020 g105 g081 g081,8,10,part name noun noun noun noun part name,42619
Matua tangata nga a motu Hina ka tahi te,g081 g018 g001 g004 g016 g082 g001 g075 g002,9,9,name noun det det noun name det num det,42620
vahine ana te i haere Tuu haere tamaiti i tangata ki Hotu,g017 g016 g001 g101 g061 g083 g052 g016 g096 g029 g104 g081,12,12,noun noun det part verb name verb noun part noun part name,42621
Tupa ua na vahine tiki korero vahine teia tamaiti,g081 g081 g037 g104 g017 g052 g054 g016 g016 g001 g001 g016,9,12,name noun part noun verb verb noun det noun,42622
uta ua toru haere i ki Hotu na maunga mate tau ma,g025 g016 g071 g051 g103 g102 g102 g085 g003 g003 g023 g051 g009 g018,12,14,noun noun num verb part part name det noun verb det noun,42623
ivi ki Tangaroa Matua Tangaroa ha te Hotu tangata mai,g016 g096 g096 g081 g081 g093 g071 g012 g012 g084 g016 g104,10,12,noun part name name name num det name noun part,42624
nga haere tangata mai tangata mate Matua tangata,g001 g056 g018 g103 g016 g051 g089 g045,8,8,det verb noun part noun verb name noun,42625
haere atu tau atu tangata,g054 g096 g005 g098 g016,5,5,verb part det part noun,42626
kite manu rakau ika atu tangata vahine mai ki noho Papa,g053 g049 g024 g017 g017 g096 g016 g032 g099 g099 g097 g058 g086,11,13,verb noun noun noun part noun noun part part verb name,42627
na rakau noho,g009 g009 g027 g027 g052 g052,3,6,det noun verb,42628
rima atu ora marama te te ma he,g074 g099 g051 g051 g016 g010 g010 g006 g016 g001,8,10,num part verb noun det det noun det,42629
tau mai Hotu atu,g001 g096 g083 g096,4,4,det part name part,42630
haere ora haere haere te tangata matau,g061 g061 g054 g051 g062 g001 g016 g034,7,8,verb verb verb verb det noun noun,42631
noho ora noho haere mai tangata tamaiti,g056 g058 g052 g051 g098 g016 g016,7,7,verb verb verb verb part noun noun,42632
Hotu o noho haere ma ala te,g084 g097 g059 g053 g018 g066 g001,7,7,name part verb verb noun verb det,42633
haere tangi kite tangata i hare te haere kai ora haere,g052 g060 g051 g016 g097 g048 g003 g051 g058 g051 g051 g051,11,12,verb verb verb noun part noun det verb verb verb verb,42634
